sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tumor_or_normal	tissue_id	DOI	sample_read_count	mapped_rpm
IC263	HPV16	7906	812908	13948	7907	1	Tumor	Anal	10.3390/cancers11121846	796327	1020821.84831106
IC263	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	117	0	5900	0.747	Tumor	Anal	10.3390/cancers11121846	796327	146.924567420168
IC263	HPV6	7996	109	0	5689	0.711	Tumor	Anal	10.3390/cancers11121846	796327	136.878443152122
IC263	HPV18	7857	13	0	1229	0.156	Tumor	Anal	10.3390/cancers11121846	796327	16.3249519355742
IC216	HPV16	7906	267	0	7668	0.97	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	8007.6777734457
IC216	HPV39	7833	9376	98	5425	0.693	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	281198.45244879
IC216	HPV33	7909	12	0	1349	0.171	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	359.895630267223
IC216	HPV18	7857	6	0	609	0.078	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	179.947815133611
IC216	HPV45	7858	2	0	290	0.037	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	59.9826050445371
IC216	HPV68	7822	2	0	195	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	33343	59.9826050445371
IC312	HPV18	7857	1988	0	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	2007.39950885356
IC312	HPV16	7906	1036534	3035	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	1046648.81413985
IC312	HPV45	7858	37	0	3365	0.428	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	37.3610572573349
IC312	HPV33	7909	32	0	2944	0.372	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	32.3122657360734
IC312	HPV73	7700	21	0	2148	0.279	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	21.2049243892982
IC312	HPV52	7942	14	0	1585	0.2	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	14.1366162595321
IC312	HPV34	7723	10	0	1034	0.134	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	10.0975830425229
IC312	HPV56	7845	2	0	199	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	990336	2.01951660850459
IC181	HPV16	7906	8881	28	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	295216.567496593
IC181	HPV82	7870	28	0	2383	0.303	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	930.758235548316
IC181	HPV33	7909	8	0	1064	0.135	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	265.930924442376
IC181	HPV45	7858	4	0	480	0.061	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	132.965462221188
IC181	HPV18	7857	3	0	380	0.048	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	99.724096665891
IC181	HPV31	7912	2	0	235	0.03	Tumor	Cervical	10.1038/s41416-020-01153-4	30083	66.482731110594
IC289	HPV16	7906	593	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	23383	25360.3044947184
IC289	HPV56	7845	699	0	7840	0.999	Tumor	Cervical	10.1038/s41416-020-01153-4	23383	29893.5123807895
IC289	HPV45	7858	11226	135	6690	0.851	Tumor	Cervical	10.1038/s41416-020-01153-4	23383	480092.374802207
IC289	HPV18	7857	17	0	1684	0.214	Tumor	Cervical	10.1038/s41416-020-01153-4	23383	727.023906256682
IC289	HPV53	7859	1	0	123	0.016	Tumor	Cervical	10.1038/s41416-020-01153-4	23383	42.766112132746
IC341	HPV16	7906	54826	160	7907	1	Tumor	Anal	10.3390/cancers11121846	133740	409944.668760281
IC341	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	159	0	6137	0.777	Tumor	Anal	10.3390/cancers11121846	133740	1188.87393449978
IC341	HPV6	7996	139	0	6209	0.777	Tumor	Anal	10.3390/cancers11121846	133740	1039.33004336773
IC341	HPV35	7879	2	0	304	0.039	Tumor	Anal	10.3390/cancers11121846	133740	14.9543891132047
IC341	HPV33	7909	2	0	268	0.034	Tumor	Anal	10.3390/cancers11121846	133740	14.9543891132047
IC341	HPV58	7824	1	0	60	0.008	Tumor	Anal	10.3390/cancers11121846	133740	7.47719455660236
IC049	HPV16	7906	86675	66	7907	1	Tumor	Anal	10.3390/cancers11121846	69517	1246817.32525857
IC049	HPV18	7857	2	0	212	0.027	Tumor	Anal	10.3390/cancers11121846	69517	28.7699411654703
IC085	HPV16	7906	10185	70	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	12376	822963.800904977
IC245	HPV16	7906	46496	140	7907	1	Tumor	Anal	10.3390/cancers11121846	71360	651569.506726457
IC245	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	35	0	2911	0.368	Tumor	Anal	10.3390/cancers11121846	71360	490.470852017937
IC245	HPV6	7996	32	0	2484	0.311	Tumor	Anal	10.3390/cancers11121846	71360	448.430493273543
IC245	HPV18	7857	2	0	272	0.035	Tumor	Anal	10.3390/cancers11121846	71360	28.0269058295964
IC245	HPV33	7909	2	0	191	0.024	Tumor	Anal	10.3390/cancers11121846	71360	28.0269058295964
IC334	HPV16	7906	693	0	7439	0.941	Tumor	Anal	10.3390/cancers11121846	44827	15459.432931046
IC334	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	93	0	5744	0.727	Tumor	Anal	10.3390/cancers11121846	44827	2074.64251455596
IC334	HPV6	7996	96	0	5767	0.721	Tumor	Anal	10.3390/cancers11121846	44827	2141.56646663841
IC334	HPV42	7917	285	0	5056	0.639	Tumor	Anal	10.3390/cancers11121846	44827	6357.77544783278
IC230	HPV16	7906	439	0	7799	0.986	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	10949.8154245236
IC230	HPV33	7909	290	0	7733	0.978	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	7233.36326449167
IC230	HPV18	7857	13903	176	7366	0.938	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	346777.411952509
IC230	HPV70	7905	338	0	7199	0.911	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	8430.60959792477
IC230	HPV61	7989	233	0	7194	0.9	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	5811.63324353986
IC230	HPV39	7833	14	0	1352	0.173	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	349.196847251322
IC230	HPV45	7858	3	0	342	0.044	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	74.827895839569
IC230	HPV59	7896	2	0	302	0.038	Tumor	Cervical	10.1038/s41416-020-01153-4	40092	49.885263893046
IC138	HPV16	7906	85228	2137	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	91739	929026.913308408
IC138	HPV35	7879	24	0	1872	0.238	Tumor	Cervical	10.1038/s41416-020-01153-4	91739	261.611746367412
IC138	HPV31	7912	8	0	923	0.117	Tumor	Cervical	10.1038/s41416-020-01153-4	91739	87.203915455804
IC138	HPV18	7857	9	0	830	0.106	Tumor	Cervical	10.1038/s41416-020-01153-4	91739	98.1044048877795
IC152	HPV16	7906	1031679	11900	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	1041436.21590683
IC152	HPV18	7857	130	0	5931	0.755	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	131.229489083221
IC152	HPV39	7833	18	0	1488	0.19	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	18.1702369499844
IC152	HPV56	7845	15	0	1296	0.165	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	15.141864124987
IC152	HPV45	7858	6	0	555	0.071	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	6.0567456499948
IC152	HPV52	7942	3	0	430	0.054	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	3.0283728249974
IC152	HPV73	7700	4	0	400	0.052	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	4.03783043332987
IC152	HPV59	7896	2	0	159	0.02	Tumor	Cervical	10.1038/s41416-020-01153-4	990631	2.01891521666493
IC296	HPV56	7845	1939992	9913	7846	1	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	1123502.37673854
IC296	HPV16	7906	8352	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	4836.87141520186
IC296	HPV18	7857	284	0	7672	0.976	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	164.472160191251
IC296	HPV45	7858	62	0	4279	0.545	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	35.905894126259
IC296	HPV73	7700	24	0	2229	0.289	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	13.8990557908099
IC296	HPV66	7824	3	0	199	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	1726736	1.73738197385124
IC056	HPV16	7906	74534	417	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	59441	1253915.64744873
IC056	HPV18	7857	1	0	117	0.015	Tumor	Cervical	10.1038/s41416-020-01153-4	59441	16.8234047206474
IC127	HPV73	7700	868	0	7701	1	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	1037.08412090394
IC127	HPV16	7906	1724	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	2059.83067331611
IC127	HPV31	7912	919763	4616	7913	1	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	1098930.41739051
IC127	HPV45	7858	21	0	2242	0.285	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	25.0907448605791
IC127	HPV18	7857	24	0	2125	0.27	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	28.675136983519
IC127	HPV59	7896	4	0	469	0.059	Tumor	Cervical	10.1038/s41416-020-01153-4	836962	4.77918949725316
IC023	HPV16	7906	87467	285	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	68230	1281943.42664517
IC023	HPV52	7942	27	0	2357	0.297	Tumor	Cervical	10.1038/s41416-020-01153-4	68230	395.720357613953
IC023	HPV31	7912	2	0	209	0.026	Tumor	Cervical	10.1038/s41416-020-01153-4	68230	29.312619082515
IC070	HPV16	7906	2362480	36748	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	2738472	862700.075078365
IC070	HPV45	7858	13	0	1146	0.146	Tumor	Cervical	10.1038/s41416-020-01153-4	2738472	4.74717287596879
IC070	HPV59	7896	6	0	709	0.09	Tumor	Cervical	10.1038/s41416-020-01153-4	2738472	2.19100286583175
IC070	HPV18	7857	3	0	320	0.041	Tumor	Cervical	10.1038/s41416-020-01153-4	2738472	1.09550143291587
IC070	HPV73	7700	2	0	205	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	2738472	0.730334288610583
IC174	HPV16	7906	171402	3035	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	131659	1301863.14646169
IC174	HPV82	7870	129	0	6514	0.828	Tumor	Cervical	10.1038/s41416-020-01153-4	131659	979.803887314958
IC174	HPV33	7909	55	0	4630	0.585	Tumor	Cervical	10.1038/s41416-020-01153-4	131659	417.745843428858
IC174	HPV45	7858	7	0	737	0.094	Tumor	Cervical	10.1038/s41416-020-01153-4	131659	53.1676528000365
IC005	HPV16	7906	37665	194	7907	1	Tumor	Anal	10.3390/cancers11121846	44654	843485.46602768
IC005	HPV52	7942	4	0	477	0.06	Tumor	Anal	10.3390/cancers11121846	44654	89.5776414207014
IC005	HPV18	7857	2	0	173	0.022	Tumor	Anal	10.3390/cancers11121846	44654	44.7888207103507
IC209	HPV16	7906	351	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	6979.10245958682
IC209	HPV45	7858	22714	326	6143	0.782	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	451633.428111268
IC209	HPV18	7857	34	0	3658	0.466	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	676.038414888752
IC209	HPV33	7909	12	0	1081	0.137	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	238.601793490148
IC209	HPV82	7870	2	0	240	0.03	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	39.7669655816913
IC209	HPV68	7822	2	0	157	0.02	Tumor	Cervical	10.1038/s41416-020-01153-4	50293	39.7669655816913
IC101	HPV16	7906	371184	635	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	1016811.53385728
IC101	HPV18	7857	952	0	7829	0.996	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	2607.88336844297
IC101	HPV52	7942	63	0	4866	0.613	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	172.580517029314
IC101	HPV73	7700	69	0	4003	0.52	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	189.016756746392
IC101	HPV33	7909	11	0	1298	0.164	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	30.1331061479755
IC101	HPV3	7820	2	0	272	0.035	Tumor	Cervical	10.1038/s41416-020-01153-4	365047	5.47874657235918
IC153	HPV16	7906	10351	63	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	451456.734124215
IC153	HPV18	7857	39	0	2723	0.347	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	1700.9769713887
IC153	HPV39	7833	2	0	193	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	87.2295882763433
IC153	HPV56	7845	2	0	181	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	87.2295882763433
IC153	HPV45	7858	2	0	177	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	87.2295882763433
IC153	HPV59	7896	1	0	142	0.018	Tumor	Cervical	10.1038/s41416-020-01153-4	22928	43.6147941381717
IC297	HPV16	7906	346061	6523	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	1333219.0408679
IC297	HPV52	7942	388	0	7939	1	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	1494.79134562042
IC297	HPV56	7845	588	0	7839	0.999	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	2265.30234851754
IC297	HPV65	7308	38	0	3570	0.489	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	146.397090550453
IC297	HPV18	7857	43	0	3753	0.478	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	165.659865622881
IC297	HPV45	7858	7	0	695	0.088	Tumor	Cervical	10.1038/s41416-020-01153-4	259568	26.9678851013992
IC057	HPV16	7906	191689	7110	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	160713	1192741.09748434
IC126	HPV16	7906	85220	56	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	77211	1103728.74331378
IC126	HPV31	7912	307	0	7570	0.957	Tumor	Cervical	10.1038/s41416-020-01153-4	77211	3976.1173925995
IC126	HPV73	7700	180	0	7196	0.935	Tumor	Cervical	10.1038/s41416-020-01153-4	77211	2331.27404126355
IC126	HPV18	7857	4	0	510	0.065	Tumor	Cervical	10.1038/s41416-020-01153-4	77211	51.8060898058567
IC126	HPV59	7896	2	0	198	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	77211	25.9030449029283
IC022	HPV16	7906	847	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	158562	5341.75905954768
IC022	HPV52	7942	216345	540	7943	1	Tumor	Cervical	10.1038/s41416-020-01153-4	158562	1364418.965452
IC022	HPV31	7912	19	0	1435	0.181	Tumor	Cervical	10.1038/s41416-020-01153-4	158562	119.826944665178
IC022	HPV18	7857	4	0	341	0.043	Tumor	Cervical	10.1038/s41416-020-01153-4	158562	25.2267251926691
IC071	HPV16	7906	18338	108	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	20527	893359.964924246
IC071	HPV56	7845	6	0	731	0.093	Tumor	Cervical	10.1038/s41416-020-01153-4	20527	292.297949042724
IC071	HPV18	7857	4	0	514	0.065	Tumor	Cervical	10.1038/s41416-020-01153-4	20527	194.865299361816
IC071	HPV59	7896	1	0	145	0.018	Tumor	Cervical	10.1038/s41416-020-01153-4	20527	48.716324840454
IC175	HPV16	7906	27217	505	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	38434	708149.034708851
IC175	HPV82	7870	21	0	2466	0.313	Tumor	Cervical	10.1038/s41416-020-01153-4	38434	546.391216110735
IC175	HPV33	7909	14	0	1301	0.164	Tumor	Cervical	10.1038/s41416-020-01153-4	38434	364.26081074049
IC175	HPV45	7858	8	0	727	0.093	Tumor	Cervical	10.1038/s41416-020-01153-4	38434	208.149034708852
IC004	HPV16	7906	29248	58	7907	1	Tumor	Anal	10.3390/cancers11121846	40034	730579.007843333
IC004	HPV52	7942	10	0	819	0.103	Tumor	Anal	10.3390/cancers11121846	40034	249.787680471599
IC004	HPV31	7912	2	0	257	0.032	Tumor	Anal	10.3390/cancers11121846	40034	49.9575360943198
IC004	HPV4	7353	2	0	155	0.021	Tumor	Anal	10.3390/cancers11121846	40034	49.9575360943198
IC100	HPV18	7857	407	0	7688	0.978	Tumor	Cervical	10.1038/s41416-020-01153-4	8869	45890.1792761303
IC100	HPV56	7845	100	0	5923	0.755	Tumor	Cervical	10.1038/s41416-020-01153-4	8869	11275.2283233735
IC100	HPV16	7906	81	0	5407	0.684	Tumor	Cervical	10.1038/s41416-020-01153-4	8869	9132.93494193257
IC100	HPV73	7700	571	0	2959	0.384	Tumor	Cervical	10.1038/s41416-020-01153-4	8869	64381.553726463
IC100	HPV52	7942	9	0	1093	0.138	Tumor	Cervical	10.1038/s41416-020-01153-4	8869	1014.77054910362
IC208	HPV16	7906	325608	2064	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	1131479.08761103
IC208	HPV33	7909	575	0	7910	1	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	1998.10961455597
IC208	HPV39	7833	55	0	2937	0.375	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	191.123528348832
IC208	HPV45	7858	23	0	2362	0.301	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	79.9243845822387
IC208	HPV18	7857	26	0	2083	0.265	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	90.3493043103568
IC208	HPV82	7870	14	0	1723	0.219	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	48.6496253978844
IC208	HPV68	7822	8	0	876	0.112	Tumor	Cervical	10.1038/s41416-020-01153-4	287772	27.7997859416482
IC262	HPV16	7906	12842	262	7907	1	Tumor	Anal	10.3390/cancers11121846	22125	580429.378531073
IC262	HPV6	7996	57	0	3546	0.443	Tumor	Anal	10.3390/cancers11121846	22125	2576.27118644068
IC262	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	29	0	2909	0.368	Tumor	Anal	10.3390/cancers11121846	22125	1310.73446327684
IC262	HPV18	7857	1	0	126	0.016	Tumor	Anal	10.3390/cancers11121846	22125	45.1977401129944
IC217	HPV18	7857	63713	931	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	952205.168059063
IC217	HPV16	7906	220	0	7276	0.92	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	3287.94966447968
IC217	HPV33	7909	23	0	2215	0.28	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	343.740192195603
IC217	HPV45	7858	8	0	632	0.08	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	119.561805981079
IC217	HPV82	7870	2	0	181	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	29.8904514952698
IC217	HPV39	7833	2	0	156	0.02	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	29.8904514952698
IC217	HPV68	7822	2	0	150	0.019	Tumor	Cervical	10.1038/s41416-020-01153-4	66911	29.8904514952698
IC313	HPV16	7906	248750	2109	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	1234387.17329059
IC313	HPV18	7857	320	0	7698	0.98	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	1587.95535860498
IC313	HPV45	7858	23	0	2221	0.283	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	114.134291399733
IC313	HPV33	7909	14	0	1484	0.188	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	69.4730469389679
IC313	HPV52	7942	8	0	746	0.094	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	39.6988839651245
IC313	HPV73	7700	1	0	132	0.017	Tumor	Cervical	10.1038/s41416-020-01153-4	201517	4.96236049564057
IC288	HPV16	7906	803	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	16051	50028.0356364089
IC288	HPV56	7845	602	0	7799	0.994	Tumor	Cervical	10.1038/s41416-020-01153-4	16051	37505.4513737462
IC288	HPV18	7857	1198	47	3142	0.4	Tumor	Cervical	10.1038/s41416-020-01153-4	16051	74637.0942620398
IC288	HPV45	7858	6	0	826	0.105	Tumor	Cervical	10.1038/s41416-020-01153-4	16051	373.80848545262
IC180	HPV16	7906	308801	7	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	1234680.49546992
IC180	HPV82	7870	24	0	2228	0.283	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	95.9593132511815
IC180	HPV33	7909	8	0	1046	0.132	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	31.9864377503938
IC180	HPV18	7857	7	0	827	0.105	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	27.9881330315946
IC180	HPV45	7858	4	0	232	0.03	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	15.9932188751969
IC180	HPV51	7808	2	0	212	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	250106	7.99660943759846
IC048	HPV16	7906	813619	14673	7907	1	Tumor	Anal	10.3390/cancers11121846	848819	958530.617245844
IC340	HPV16	7906	20344	360	7907	1	Tumor	Anal	10.3390/cancers11121846	58943	345147.006429941
IC340	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	237	0	7425	0.94	Tumor	Anal	10.3390/cancers11121846	58943	4020.83368678215
IC340	HPV6	7996	209	0	7201	0.901	Tumor	Anal	10.3390/cancers11121846	58943	3545.79848328046
IC340	HPV33	7909	1	0	73	0.009	Tumor	Anal	10.3390/cancers11121846	58943	16.9655429822031
IC084	HPV16	7906	1310	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	8914	146959.838456361
IC244	HPV16	7906	353274	250	7907	1	Tumor	Anal	10.3390/cancers11121846	334570	1055904.59395642
IC244	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	45	0	4015	0.508	Tumor	Anal	10.3390/cancers11121846	334570	134.501001285232
IC244	HPV6	7996	52	0	3824	0.478	Tumor	Anal	10.3390/cancers11121846	334570	155.423379262935
IC244	HPV18	7857	19	0	1913	0.243	Tumor	Anal	10.3390/cancers11121846	334570	56.7893116537645
IC244	HPV56	7845	6	0	740	0.094	Tumor	Anal	10.3390/cancers11121846	334570	17.9334668380309
IC244	HPV33	7909	1	0	125	0.016	Tumor	Anal	10.3390/cancers11121846	334570	2.98891113967182
IC335	HPV16	7906	56050	470	7907	1	Tumor	Anal	10.3390/cancers11121846	127977	437969.322612657
IC335	HPV6	7996	277	0	7450	0.932	Tumor	Anal	10.3390/cancers11121846	127977	2164.45142486541
IC335	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	336	0	7344	0.929	Tumor	Anal	10.3390/cancers11121846	127977	2625.47176445768
IC335	HPV72	7989	3	0	301	0.038	Tumor	Anal	10.3390/cancers11121846	127977	23.4417121826578
IC335	HPV33	7909	2	0	195	0.025	Tumor	Anal	10.3390/cancers11121846	127977	15.6278081217719
IC335	HPV35	7879	2	0	166	0.021	Tumor	Anal	10.3390/cancers11121846	127977	15.6278081217719
IC139	HPV16	7906	10561	20	7907	1	Tumor	Anal	10.3390/cancers11121846	44673	236406.778143398
IC139	HPV35	7879	18	0	1712	0.217	Tumor	Anal	10.3390/cancers11121846	44673	402.927943052851
IC139	HPV67	7801	17	0	1319	0.169	Tumor	Anal	10.3390/cancers11121846	44673	380.543057327692
IC139	HPV18	7857	8	0	839	0.107	Tumor	Anal	10.3390/cancers11121846	44673	179.079085801267
IC231	HPV33	7909	90854	0	7910	1	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	951659.701054793
IC231	HPV16	7906	578	0	7849	0.993	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	6054.32129801297
IC231	HPV18	7857	116	0	6155	0.783	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	1215.05410133132
IC231	HPV65	7308	65	0	4405	0.603	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	680.849280918413
IC231	HPV39	7833	5441	76	4256	0.543	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	56992.3221150321
IC231	HPV70	7905	6	0	800	0.101	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	62.8476259309305
IC231	HPV45	7858	2	0	304	0.039	Tumor	Cervical	10.1038/s41416-020-01153-4	95469	20.9492086436435
IC024	HPV16	7906	357268	2010	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	301716	1184120.16598391
IC024	HPV52	7942	75	0	5073	0.639	Tumor	Cervical	10.1038/s41416-020-01153-4	301716	248.578133078789
IC024	HPV31	7912	12	0	1103	0.139	Tumor	Cervical	10.1038/s41416-020-01153-4	301716	39.7725012926063
IC024	HPV18	7857	2	0	206	0.026	Tumor	Cervical	10.1038/s41416-020-01153-4	301716	6.62875021543438
IC228	HPV16	7906	11278	61	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	39834	283124.968619772
IC228	HPV33	7909	10	0	983	0.124	Tumor	Cervical	10.1038/s41416-020-01153-4	39834	251.041823567806
IC228	HPV45	7858	4	0	400	0.051	Tumor	Cervical	10.1038/s41416-020-01153-4	39834	100.416729427123
IC228	HPV70	7905	4	0	402	0.051	Tumor	Cervical	10.1038/s41416-020-01153-4	39834	100.416729427123
