sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tumor_or_normal	tissue_id	DOI	sample_read_count	mapped_rpm
IC285	HPV31	7912	26	0	2023	0.256	Tumor	Cervical	10.1038/s41416-020-01153-4	158200	164.348925410872
IC285	HPV73	7700	6	0	477	0.062	Tumor	Cervical	10.1038/s41416-020-01153-4	158200	37.9266750948167
IC045	HPV16	7906	886240	4913	7907	1	Tumor	Anal	10.3390/cancers11121846	894453	990817.851804399
IC045	HPV18	7857	4	0	426	0.054	Tumor	Anal	10.3390/cancers11121846	894453	4.47200691372269
IC016	HPV16	7906	433159	1102	7907	1	Tumor	Anal	10.3390/cancers11121846	379878	1140258.18815514
IC016	HPV52	7942	62	0	4376	0.551	Tumor	Anal	10.3390/cancers11121846	379878	163.210293831177
IC016	HPV31	7912	14	0	1445	0.183	Tumor	Anal	10.3390/cancers11121846	379878	36.8539373167175
IC016	HPV18	7857	8	0	536	0.068	Tumor	Anal	10.3390/cancers11121846	379878	21.05939275241
IC112	HPV73	7700	544	0	7701	1	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	830.651022739072
IC112	HPV16	7906	699645	5143	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	1068310.3580961
IC112	HPV31	7912	1391	0	7913	1	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	2123.96244968759
IC112	HPV18	7857	21	0	1941	0.247	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	32.0655725689715
IC112	HPV45	7858	4	0	393	0.05	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	6.10772810837553
IC112	HPV59	7896	1	0	119	0.015	Tumor	Cervical	10.1038/s41416-020-01153-4	654908	1.52693202709388
IC063	HPV16	7906	7550	53	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	15925	474097.331240188
IC063	HPV18	7857	2	0	202	0.026	Tumor	Cervical	10.1038/s41416-020-01153-4	15925	125.588697017268
IC167	HPV16	7906	278	0	7609	0.962	Tumor	Cervical	10.1038/s41416-020-01153-4	22795	12195.6569423119
IC167	HPV45	7858	13947	91	7478	0.952	Tumor	Cervical	10.1038/s41416-020-01153-4	22795	611844.702785699
IC167	HPV82	7870	154	0	7093	0.901	Tumor	Cervical	10.1038/s41416-020-01153-4	22795	6755.86751480588
IC167	HPV33	7909	50	0	4077	0.515	Tumor	Cervical	10.1038/s41416-020-01153-4	22795	2193.46347883308
IC205	HPV16	7906	23795	254	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	616163.447097209
IC205	HPV18	7857	24	0	2519	0.321	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	621.471852504014
IC205	HPV45	7858	16	0	1659	0.211	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	414.314568336009
IC205	HPV33	7909	8	0	836	0.106	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	207.157284168005
IC205	HPV82	7870	4	0	469	0.06	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	103.578642084002
IC205	HPV68	7822	4	0	335	0.043	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	103.578642084002
IC205	HPV39	7833	2	0	304	0.039	Tumor	Cervical	10.1038/s41416-020-01153-4	38618	51.7893210420011
IC009	HPV16	7906	126936	31	7907	1	Tumor	Anal	10.3390/cancers11121846	111429	1139164.84936596
IC009	HPV52	7942	5	0	526	0.066	Tumor	Anal	10.3390/cancers11121846	111429	44.8716222886322
IC009	HPV31	7912	2	0	177	0.022	Tumor	Anal	10.3390/cancers11121846	111429	17.9486489154529
IC301	HPV16	7906	659	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	64031	10291.8898658462
IC301	HPV56	7845	154	0	7052	0.899	Tumor	Cervical	10.1038/s41416-020-01153-4	64031	2405.08503693523
IC301	HPV45	7858	17890	458	5014	0.638	Tumor	Cervical	10.1038/s41416-020-01153-4	64031	279395.917602411
IC301	HPV18	7857	35	0	3283	0.418	Tumor	Cervical	10.1038/s41416-020-01153-4	64031	546.610235667099
IC178	HPV16	7906	618526	199	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	1202868.87238457
IC178	HPV82	7870	126	0	6475	0.823	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	245.036551285567
IC178	HPV33	7909	60	0	4573	0.578	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	116.684072040746
IC178	HPV31	7912	8	0	1053	0.133	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	15.5578762720995
IC178	HPV45	7858	14	0	900	0.115	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	27.2262834761741
IC178	HPV120	7304	2	0	228	0.031	Tumor	Cervical	10.1038/s41416-020-01153-4	514209	3.88946906802487
IC270	HPV16	7906	190004	101	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	1278412.11101766
IC270	HPV52	7942	170	0	7037	0.886	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	1143.81833473507
IC270	HPV59	7896	71	0	4802	0.608	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	477.71236333053
IC270	HPV42	7917	30	0	3086	0.39	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	201.850294365013
IC270	HPV31	7912	10	0	1147	0.145	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	67.2834314550042
IC270	HPV45	7858	11	0	1006	0.128	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	74.0117746005046
IC270	HPV33	7909	8	0	904	0.114	Tumor	Cervical	10.1038/s41416-020-01153-4	148625	53.8267451640034
IC327	HPV18	7857	1443	0	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	59596	24213.0344318411
IC327	HPV33	7909	69154	0	7910	1	Tumor	Cervical	10.1038/s41416-020-01153-4	59596	1160379.89126787
IC327	HPV16	7906	328	0	7849	0.993	Tumor	Cervical	10.1038/s41416-020-01153-4	59596	5503.72508222028
IC327	HPV45	7858	14	0	1174	0.149	Tumor	Cervical	10.1038/s41416-020-01153-4	59596	234.915094972817
IC327	HPV73	7700	4	0	364	0.047	Tumor	Cervical	10.1038/s41416-020-01153-4	59596	67.118598563662
IC223	HPV16	7906	378291	1067	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	337370	1121294.1281086
IC223	HPV33	7909	14	0	1384	0.175	Tumor	Cervical	10.1038/s41416-020-01153-4	337370	41.4974656904882
IC223	HPV45	7858	10	0	950	0.121	Tumor	Cervical	10.1038/s41416-020-01153-4	337370	29.6410469217773
IC223	HPV59	7896	4	0	525	0.066	Tumor	Cervical	10.1038/s41416-020-01153-4	337370	11.8564187687109
IC223	HPV18	7857	2	0	159	0.02	Tumor	Cervical	10.1038/s41416-020-01153-4	337370	5.92820938435545
IC192	HPV16	7906	138418	147	7907	1	Tumor	Anal	10.3390/cancers11121846	124797	1109145.25188907
IC192	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	6	0	526	0.067	Tumor	Anal	10.3390/cancers11121846	124797	48.0780787999712
IC192	HPV6	7996	4	0	417	0.052	Tumor	Anal	10.3390/cancers11121846	124797	32.0520525333141
IC352	HPV16	7906	602	0	7903	1	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	14391.5849868515
IC352	HPV18	7857	16580	470	6776	0.862	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	396366.244322257
IC352	HPV45	7858	77	0	2822	0.359	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	1840.7841262252
IC352	HPV33	7909	4	0	412	0.052	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	95.625149414296
IC352	HPV31	7912	2	0	254	0.032	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	47.812574707148
IC352	HPV82	7870	2	0	213	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	41830	47.812574707148
IC096	HPV18	7857	22256	184	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	24283	916525.964666639
IC096	HPV16	7906	342	0	7825	0.99	Tumor	Cervical	10.1038/s41416-020-01153-4	24283	14083.9270271383
IC096	HPV33	7909	49	0	4225	0.534	Tumor	Cervical	10.1038/s41416-020-01153-4	24283	2017.87258575958
IC096	HPV52	7942	15	0	1522	0.192	Tumor	Cervical	10.1038/s41416-020-01153-4	24283	617.716097681506
IC096	HPV73	7700	13	0	1386	0.18	Tumor	Cervical	10.1038/s41416-020-01153-4	24283	535.353951323972
IC256	HPV16	7906	1507	0	7907	1	Tumor	Anal	10.3390/cancers11121846	175111	8605.96992764589
IC256	HPV6	7996	97547	5289	7968	0.996	Tumor	Anal	10.3390/cancers11121846	175111	557058.094580009
IC256	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	91029	251	7870	0.996	Tumor	Anal	10.3390/cancers11121846	175111	519835.989743648
IC256	HPV11	7931	15	0	217	0.027	Tumor	Anal	10.3390/cancers11121846	175111	85.6599528299193
IC256	HPV18	7857	1	0	152	0.019	Tumor	Anal	10.3390/cancers11121846	175111	5.71066352199462
IC283	HPV16	7906	219134	13509	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	695197.819873037
IC283	HPV59	7896	120	0	6817	0.863	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	380.697374139862
IC283	HPV52	7942	35	0	3338	0.42	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	111.036734124126
IC283	HPV31	7912	36	0	3177	0.402	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	114.209212241959
IC283	HPV73	7700	12	0	1409	0.183	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	38.0697374139862
IC283	HPV42	7917	14	0	1207	0.152	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	44.4146936496506
IC283	HPV45	7858	5	0	660	0.084	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	15.8623905891609
IC283	HPV33	7909	6	0	655	0.083	Tumor	Cervical	10.1038/s41416-020-01153-4	315211	19.0348687069931
IC043	HPV18	7857	30100	152	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	549079.69864463
IC043	HPV16	7906	124	0	5978	0.756	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	2261.98945621044
IC043	HPV33	7909	24	0	2278	0.288	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	437.80441087944
IC043	HPV52	7942	8	0	736	0.093	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	145.93480362648
IC043	HPV31	7912	6	0	621	0.078	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	109.45110271986
IC043	HPV39	7833	2	0	180	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	36.48370090662
IC043	HPV35	7879	2	0	159	0.02	Tumor	Cervical	10.1038/s41416-020-01153-4	54819	36.48370090662
IC147	HPV67	7801	5624	52	7802	1	Tumor	Anal	10.3390/cancers11121846	14315	392874.607055536
IC147	HPV16	7906	415	0	7684	0.972	Tumor	Anal	10.3390/cancers11121846	14315	28990.5693328676
IC147	HPV35	7879	2	0	200	0.025	Tumor	Anal	10.3390/cancers11121846	14315	139.71358714635
IC147	HPV18	7857	2	0	194	0.025	Tumor	Anal	10.3390/cancers11121846	14315	139.71358714635
IC147	HPV6	7996	2	0	187	0.023	Tumor	Anal	10.3390/cancers11121846	14315	139.71358714635
IC147	HPV58	7824	1	0	37	0.005	Tumor	Anal	10.3390/cancers11121846	14315	69.856793573175
IC036	HPV16	7906	91855	630	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	853242.796366136
IC036	HPV33	7909	35	0	2864	0.362	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	325.115648280603
IC036	HPV52	7942	14	0	1376	0.173	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	130.046259312241
IC036	HPV31	7912	8	0	838	0.106	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	74.3121481784235
IC036	HPV18	7857	8	0	798	0.102	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	74.3121481784235
IC036	HPV35	7879	6	0	790	0.1	Tumor	Cervical	10.1038/s41416-020-01153-4	107654	55.7341111338176
IC132	HPV18	7857	37634	189	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	63317	594374.33864523
IC132	HPV16	7906	1503	0	7888	0.998	Tumor	Cervical	10.1038/s41416-020-01153-4	63317	23737.7007754631
IC132	HPV35	7879	15	0	1248	0.158	Tumor	Cervical	10.1038/s41416-020-01153-4	63317	236.903201351928
IC269	HPV16	7906	1757	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	19203.0252688642
IC269	HPV42	7917	99663	459	7918	1	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	1089260.73270963
IC269	HPV52	7942	173	0	7450	0.938	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	1890.7930401329
IC269	HPV59	7896	57	0	3664	0.464	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	622.978053685407
IC269	HPV45	7858	11	0	940	0.12	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	120.223834921745
IC269	HPV33	7909	8	0	923	0.117	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	87.4355163067238
IC269	HPV31	7912	7	0	568	0.072	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	76.5060767683833
IC269	HPV73	7700	2	0	275	0.036	Tumor	Cervical	10.1038/s41416-020-01153-4	91496	21.8588790766809
IC161	HPV16	7906	647	0	7900	0.999	Tumor	Cervical	10.1038/s41416-020-01153-4	149908	4315.98046802039
IC161	HPV18	7857	183989	1780	7772	0.989	Tumor	Cervical	10.1038/s41416-020-01153-4	149908	1227346.10561144
IC161	HPV45	7858	5	0	570	0.073	Tumor	Cervical	10.1038/s41416-020-01153-4	149908	33.3537903247325
IC161	HPV56	7845	4	0	435	0.055	Tumor	Cervical	10.1038/s41416-020-01153-4	149908	26.683032259786
IC065	HPV16	7906	271462	372	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	228414	1188464.80513454
IC065	HPV18	7857	1	0	100	0.013	Tumor	Cervical	10.1038/s41416-020-01153-4	228414	4.37801535807788
IC114	HPV16	7906	21717	322	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	45546	476814.64892636
IC114	HPV31	7912	605	0	7889	0.997	Tumor	Cervical	10.1038/s41416-020-01153-4	45546	13283.2740526062
IC114	HPV73	7700	131	0	6716	0.872	Tumor	Cervical	10.1038/s41416-020-01153-4	45546	2876.21305932464
IC114	HPV18	7857	3	0	327	0.042	Tumor	Cervical	10.1038/s41416-020-01153-4	45546	65.8674746410223
IC114	HPV45	7858	2	0	185	0.024	Tumor	Cervical	10.1038/s41416-020-01153-4	45546	43.9116497606815
IC318	HPV16	7906	707	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	11628	60801.5135878913
IC318	HPV18	7857	83	0	5346	0.68	Tumor	Cervical	10.1038/s41416-020-01153-4	11628	7137.94289645683
IC318	HPV45	7858	9	0	923	0.117	Tumor	Cervical	10.1038/s41416-020-01153-4	11628	773.993808049536
IC318	HPV73	7700	4	0	435	0.056	Tumor	Cervical	10.1038/s41416-020-01153-4	11628	343.997248022016
IC318	HPV36	7722	1	0	87	0.011	Tumor	Cervical	10.1038/s41416-020-01153-4	11628	85.999312005504
IC010	HPV16	7906	184861	135	7907	1	Tumor	Anal	10.3390/cancers11121846	165187	1119101.38207002
IC010	HPV52	7942	22	0	1609	0.203	Tumor	Anal	10.3390/cancers11121846	165187	133.182393287607
IC010	HPV31	7912	13	0	1343	0.17	Tumor	Anal	10.3390/cancers11121846	165187	78.6986869426771
IC010	HPV18	7857	4	0	236	0.03	Tumor	Anal	10.3390/cancers11121846	165187	24.2149805977468
IC276	HPV16	7906	5305	39	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	193761.642134483
IC276	HPV52	7942	143	0	7376	0.929	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	5222.98111691442
IC276	HPV42	7917	33	0	3342	0.422	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	1205.30333467256
IC276	HPV31	7912	15	0	2038	0.258	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	547.865152123891
IC276	HPV59	7896	10	0	1111	0.141	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	365.24343474926
IC276	HPV33	7909	8	0	987	0.125	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	292.194747799408
IC276	HPV45	7858	6	0	850	0.108	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	219.146060849556
IC276	HPV73	7700	2	0	246	0.032	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	73.0486869498521
IC276	HPV56	7845	2	0	180	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	27379	73.0486869498521
IC307	HPV16	7906	338308	410	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	292607	1156185.60048119
IC307	HPV56	7845	709	0	7830	0.998	Tumor	Cervical	10.1038/s41416-020-01153-4	292607	2423.0452449873
IC307	HPV18	7857	63	0	4810	0.612	Tumor	Cervical	10.1038/s41416-020-01153-4	292607	215.30585392694
IC307	HPV45	7858	11	0	925	0.118	Tumor	Cervical	10.1038/s41416-020-01153-4	292607	37.593085606291
IC307	HPV73	7700	2	0	231	0.03	Tumor	Cervical	10.1038/s41416-020-01153-4	292607	6.8351064738711
IC203	HPV18	7857	294103	1297	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	1200185.26982469
IC203	HPV16	7906	1617	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	6598.70719206033
IC203	HPV45	7858	630	7	7667	0.976	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	2570.92488002351
IC203	HPV33	7909	50	0	3750	0.474	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	204.041657144723
IC203	HPV68	7822	30	0	3189	0.408	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	122.424994286834
IC203	HPV39	7833	8	0	710	0.091	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	32.6466651431556
IC203	HPV82	7870	6	0	665	0.084	Tumor	Cervical	10.1038/s41416-020-01153-4	245048	24.4849988573667
IC090	HPV18	7857	2324	13	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	5344.27330300926
IC090	HPV16	7906	530582	2890	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	1220127.029973
IC090	HPV52	7942	42	0	3567	0.449	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	96.5832524640227
IC090	HPV73	7700	59	0	3324	0.432	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	135.676473699461
IC090	HPV33	7909	8	0	912	0.115	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	18.3968099931472
IC090	HPV45	7858	7	0	778	0.099	Tumor	Cervical	10.1038/s41416-020-01153-4	434858	16.0972087440038
IC250	HPV18	7857	17791	271	7858	1	Tumor	Anal	10.3390/cancers11121846	44270	401874.858820872
IC250	HPV16	7906	791	0	7890	0.998	Tumor	Anal	10.3390/cancers11121846	44270	17867.6304495143
IC250	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	17	0	1621	0.205	Tumor	Anal	10.3390/cancers11121846	44270	384.007228371358
IC250	HPV6	7996	15	0	1447	0.181	Tumor	Anal	10.3390/cancers11121846	44270	338.829907386492
IC250	HPV44	7833	7	0	820	0.105	Tumor	Anal	10.3390/cancers11121846	44270	158.12062344703
IC158	HPV16	7906	23358	701	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	32182	725809.458703623
IC158	HPV18	7857	42	0	3489	0.444	Tumor	Cervical	10.1038/s41416-020-01153-4	32182	1305.07737244422
IC158	HPV59	7896	2	0	304	0.039	Tumor	Cervical	10.1038/s41416-020-01153-4	32182	62.146541544963
IC158	HPV39	7833	2	0	173	0.022	Tumor	Cervical	10.1038/s41416-020-01153-4	32182	62.146541544963
IC194	HPV16	7906	27418	20	7907	1	Tumor	Anal	10.3390/cancers11121846	26494	1034875.82094059
IC194	HPV42	7917	10	0	998	0.126	Tumor	Anal	10.3390/cancers11121846	26494	377.443949573488
IC194	HPV6	7996	6	0	671	0.084	Tumor	Anal	10.3390/cancers11121846	26494	226.466369744093
IC194	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	4	0	370	0.047	Tumor	Anal	10.3390/cancers11121846	26494	150.977579829395
IC354	HPV16	7906	539952	229	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	467451	1155098.609266
IC354	HPV45	7858	12	0	1070	0.136	Tumor	Cervical	10.1038/s41416-020-01153-4	467451	25.6711398627878
IC354	HPV31	7912	9	0	990	0.125	Tumor	Cervical	10.1038/s41416-020-01153-4	467451	19.2533548970908
IC354	HPV18	7857	5	0	460	0.059	Tumor	Cervical	10.1038/s41416-020-01153-4	467451	10.6963082761616
IC354	HPV33	7909	3	0	362	0.046	Tumor	Cervical	10.1038/s41416-020-01153-4	467451	6.41778496569694
IC225	HPV16	7906	346261	355	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	998002.617061628
IC225	HPV45	7858	50	0	3289	0.419	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	144.11132311488
IC225	HPV82	7870	32	0	2700	0.343	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	92.2312467935231
IC225	HPV33	7909	12	0	987	0.125	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	34.5867175475711
IC225	HPV70	7905	4	0	582	0.074	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	11.5289058491904
IC225	HPV18	7857	4	0	417	0.053	Tumor	Cervical	10.1038/s41416-020-01153-4	346954	11.5289058491904
IC321	HPV16	7906	113792	26	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	1245820.51478558
IC321	HPV18	7857	338	0	7787	0.991	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	3700.50033392089
IC321	HPV45	7858	7	0	910	0.116	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	76.6375808800184
IC321	HPV73	7700	2	0	304	0.039	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	21.8964516800053
IC321	HPV34	7723	2	0	304	0.039	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	21.8964516800053
IC321	HPV33	7909	2	0	242	0.031	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	21.8964516800053
IC321	HPV52	7942	1	0	146	0.018	Tumor	Cervical	10.1038/s41416-020-01153-4	91339	10.9482258400026
IC029	HPV16	7906	24297	122	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	585131.490222522
IC029	HPV52	7942	53	0	4173	0.525	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	1276.37029187939
IC029	HPV33	7909	43	0	3955	0.5	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	1035.54570850592
IC029	HPV31	7912	14	0	1038	0.131	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	337.154416722859
IC029	HPV18	7857	4	0	344	0.044	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	96.3298333493883
IC029	HPV39	7833	2	0	210	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	48.1649166746942
IC029	HPV35	7879	2	0	162	0.021	Tumor	Cervical	10.1038/s41416-020-01153-4	41524	48.1649166746942
IC277	HPV16	7906	1237	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	35304.5265140704
IC277	HPV52	7942	129	0	7186	0.905	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	3681.71699297905
IC277	HPV45	7858	15626	97	4445	0.566	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	445972.943661168
IC277	HPV42	7917	16	0	1896	0.239	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	456.647068896627
IC277	HPV59	7896	16	0	1681	0.213	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	456.647068896627
IC277	HPV31	7912	6	0	626	0.079	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	171.242650836235
IC277	HPV33	7909	6	0	619	0.078	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	171.242650836235
IC277	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	2	0	191	0.024	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	57.0808836120783
IC277	HPV18	7857	2	0	61	0.008	Tumor	Cervical	10.1038/s41416-020-01153-4	35038	57.0808836120783
IC306	HPV16	7906	232490	264	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	198919	1168767.18664381
IC306	HPV56	7845	955	0	7835	0.999	Tumor	Cervical	10.1038/s41416-020-01153-4	198919	4800.94913004791
IC306	HPV18	7857	67	0	5030	0.64	Tumor	Cervical	10.1038/s41416-020-01153-4	198919	336.820514882942
IC306	HPV45	7858	7	0	929	0.118	Tumor	Cervical	10.1038/s41416-020-01153-4	198919	35.1902030474716
IC202	HPV82	7870	80595	321	7871	1	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	998847.41225461
IC202	HPV16	7906	2415	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	29930.1011302796
IC202	HPV18	7857	46	0	4183	0.532	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	570.097164386278
IC202	HPV45	7858	20	0	1968	0.25	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	247.86833234186
IC202	HPV33	7909	19	0	1972	0.249	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	235.474915724767
IC202	HPV68	7822	17	0	1670	0.214	Tumor	Cervical	10.1038/s41416-020-01153-4	80688	210.688082490581
IC091	HPV16	7906	20224	92	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	22190	911401.532221721
IC091	HPV18	7857	537	0	7847	0.999	Tumor	Cervical	10.1038/s41416-020-01153-4	22190	24200.0901306895
IC091	HPV52	7942	24	0	2533	0.319	Tumor	Cervical	10.1038/s41416-020-01153-4	22190	1081.5682739973
IC091	HPV73	7700	12	0	1028	0.134	Tumor	Cervical	10.1038/s41416-020-01153-4	22190	540.784136998648
IC159	HPV16	7906	466	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	21319	21858.4361367794
IC159	HPV59	7896	4113	25	4849	0.614	Tumor	Cervical	10.1038/s41416-020-01153-4	21319	192926.497490501
IC159	HPV18	7857	38	0	3572	0.455	Tumor	Cervical	10.1038/s41416-020-01153-4	21319	1782.44758196914
IC159	HPV39	7833	8	0	816	0.104	Tumor	Cervical	10.1038/s41416-020-01153-4	21319	375.252122519818
IC159	HPV53	7859	1	0	59	0.008	Tumor	Cervical	10.1038/s41416-020-01153-4	21319	46.9065153149772
IC251	HPV16	7906	346554	506	7907	1	Tumor	Anal	10.3390/cancers11121846	359050	965197.047764935
IC251	HPV6	7996	41	0	3395	0.425	Tumor	Anal	10.3390/cancers11121846	359050	114.190224202757
IC251	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	25	0	2354	0.298	Tumor	Anal	10.3390/cancers11121846	359050	69.6281854894861
IC251	HPV18	7857	11	0	1160	0.148	Tumor	Anal	10.3390/cancers11121846	359050	30.6364016153739
IC251	HPV33	7909	2	0	181	0.023	Tumor	Anal	10.3390/cancers11121846	359050	5.57025483915889
IC195	HPV16	7906	372999	3789	7907	1	Tumor	Anal	10.3390/cancers11121846	394485	945534.050724362
IC195	HPV39	7833	28	0	1987	0.254	Tumor	Anal	10.3390/cancers11121846	394485	70.9786176914205
IC195	HPV6	7996	22	0	1953	0.244	Tumor	Anal	10.3390/cancers11121846	394485	55.7689139004018
IC195	NC_001355_7902nt_Human_papillomavirus_type_6b	7902	10	0	837	0.106	Tumor	Anal	10.3390/cancers11121846	394485	25.3495063183645
IC355	HPV16	7906	103587	937	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	110917	933914.548716608
