Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Aug 16 02:11:16	Aug 16 02:20:03	Aug 16 03:13:48	99.80	89408584	202	80927008	90.51%	199.48	51954761	51187392	51480069	374426	47914	52352	0.57%	0.00%	1.46	0.01%	1.61	3486128	3.90%	42611	0.05%	100723	0.11%	4808799	5.38%	43315	0.05%	0	0.00%
Aug 16 00:07:33	Aug 16 00:15:16	Aug 16 01:32:13	90.43	115977339	202	103582386	89.31%	199.03	66954460	66053819	66292320	542464	59989	59687	0.71%	0.00%	1.44	0.01%	1.56	4285090	3.69%	41464	0.04%	162699	0.14%	7881561	6.80%	24139	0.02%	0	0.00%
Aug 16 00:17:28	Aug 16 00:25:44	Aug 16 01:25:55	97.14	97436778	202	86470313	88.75%	199.13	48423464	47833225	47902040	428544	46954	45926	0.71%	0.00%	1.46	0.01%	1.59	4184599	4.29%	22462	0.02%	110256	0.11%	6637414	6.81%	11734	0.01%	0	0.00%
Aug 15 23:02:53	Aug 15 23:11:28	Aug 16 00:13:08	94.13	96747140	202	85853138	88.74%	198.96	58934182	58320150	58384668	440000	64263	45251	0.70%	0.00%	1.40	0.01%	1.60	4189206	4.33%	32925	0.03%	114509	0.12%	6540305	6.76%	17057	0.02%	0	0.00%
Aug 16 03:41:18	Aug 16 03:49:03	Aug 16 05:03:39	92.88	115480849	202	102040804	88.36%	199.02	67006666	66219821	66383534	503109	53832	66191	0.71%	0.00%	1.49	0.01%	1.61	4955027	4.29%	52768	0.05%	167119	0.14%	8233273	7.13%	31858	0.03%	0	0.00%
Aug 15 22:21:07	Aug 15 22:27:34	Aug 15 23:16:31	97.05	79174792	202	71592193	90.42%	199.56	48686420	48087451	48176595	424477	43725	41623	0.56%	0.00%	1.49	0.01%	1.60	3306396	4.18%	35604	0.04%	67611	0.09%	4116280	5.20%	56708	0.07%	0	0.00%
Aug 16 00:39:12	Aug 16 00:47:20	Aug 16 01:52:23	95.29	103312572	202	92394785	89.43%	198.98	63086805	62350434	62522645	452195	60257	51708	0.73%	0.00%	1.45	0.01%	1.78	3235150	3.13%	30799	0.03%	152134	0.15%	7467914	7.23%	31790	0.03%	0	0.00%
Aug 15 23:48:19	Aug 15 23:56:21	Aug 16 01:04:16	92.41	104598404	202	92607292	88.54%	198.86	65407655	64668907	64868836	424408	50460	63951	0.74%	0.01%	1.64	0.01%	1.69	4691454	4.49%	41538	0.04%	135237	0.13%	7103856	6.79%	19027	0.02%	0	0.00%
Aug 16 01:41:27	Aug 16 01:49:23	Aug 16 03:03:28	86.95	107357529	202	94666900	88.18%	198.95	72336500	71608908	71653411	550575	77765	54749	0.70%	0.00%	1.48	0.00%	1.62	5463023	5.09%	15212	0.01%	89330	0.08%	7113967	6.63%	9097	0.01%	0	0.00%
Aug 16 02:02:03	Aug 16 02:10:11	Aug 16 03:15:33	96.23	104833645	202	93012259	88.72%	198.97	59306457	58499243	58746686	450109	49773	59889	0.70%	0.00%	1.49	0.01%	1.56	4353510	4.15%	34119	0.03%	103268	0.10%	7315356	6.98%	15133	0.01%	0	0.00%
Aug 16 00:47:16	Aug 16 00:55:34	Aug 16 02:08:46	90.34	110210744	202	97417672	88.39%	198.90	72270063	70645431	71641430	494646	72012	61975	0.73%	0.00%	1.44	0.00%	1.57	4960313	4.50%	20906	0.02%	117797	0.11%	7669706	6.96%	24350	0.02%	0	0.00%
Aug 16 01:22:26	Aug 16 01:31:06	Aug 16 02:32:08	96.87	98541212	202	89151562	90.47%	199.52	66058034	65308698	65453194	486938	59552	58350	0.55%	0.00%	1.48	0.00%	1.60	4061493	4.12%	31221	0.03%	77119	0.08%	5200579	5.28%	19238	0.02%	0	0.00%
Aug 15 22:03:42	Aug 15 22:14:33	Aug 15 22:58:16	96.24	70120219	202	62878260	89.67%	200.07	36928640	36308213	36619500	235476	37771	35893	0.47%	0.02%	2.08	0.01%	1.58	3212210	4.58%	30927	0.04%	40384	0.06%	3940641	5.62%	17797	0.03%	0	0.00%
Aug 16 02:13:42	Aug 16 02:22:05	Aug 16 03:23:42	95.87	98452922	202	87103464	88.47%	199.01	52512980	51904886	52000915	398368	54802	58895	0.71%	0.01%	1.56	0.01%	1.61	4072889	4.14%	35292	0.04%	115968	0.12%	7111706	7.22%	13603	0.01%	0	0.00%
Aug 16 00:21:34	Aug 16 00:31:14	Aug 16 01:19:43	93.43	75496603	202	67936335	89.99%	200.02	49723528	48936882	49267474	357822	52653	45579	0.45%	0.01%	1.52	0.01%	1.47	3794192	5.03%	16907	0.02%	49076	0.07%	3691363	4.89%	8730	0.01%	0	0.00%
Aug 15 21:48:03	Aug 15 21:58:02	Aug 15 22:45:11	94.41	74190364	202	66181109	89.20%	199.53	48360917	47882622	47961303	313327	36682	49605	0.57%	0.00%	1.34	0.00%	1.49	3902022	5.26%	7711	0.01%	66962	0.09%	4025734	5.43%	6826	0.01%	0	0.00%
Aug 15 22:05:08	Aug 15 22:15:12	Aug 15 23:07:02	94.23	81406126	202	73179167	89.89%	199.54	52801872	52263842	52206829	496106	52157	46780	0.55%	0.00%	1.46	0.00%	1.65	3913345	4.81%	13918	0.02%	61685	0.08%	4223324	5.19%	14687	0.02%	0	0.00%
Aug 16 00:28:32	Aug 16 00:37:12	Aug 16 01:36:12	93.24	91681341	202	81136191	88.50%	198.98	57426198	56784854	56916228	416397	48412	45161	0.71%	0.00%	1.45	0.01%	1.62	4259140	4.65%	22289	0.02%	114338	0.12%	6135951	6.69%	13432	0.01%	0	0.00%
Aug 15 22:30:15	Aug 15 22:40:05	Aug 15 23:26:21	95.46	73613800	202	65039726	88.35%	199.46	44164086	42955541	43742303	341191	40680	39912	0.59%	0.01%	1.41	0.01%	1.66	4211494	5.72%	27980	0.04%	221449	0.30%	4094326	5.56%	18825	0.03%	0	0.00%
Aug 15 23:12:01	Aug 15 23:20:32	Aug 16 00:20:43	95.95	96238845	202	85763570	89.12%	199.05	59699637	58933427	59162299	421361	62737	53240	0.69%	0.00%	1.42	0.01%	1.56	3795481	3.94%	29338	0.03%	121034	0.13%	6514738	6.77%	14684	0.02%	0	0.00%
Aug 15 21:50:55	Aug 15 22:00:47	Aug 15 22:53:33	88.05	77434475	202	67572730	87.26%	199.65	47739199	47266966	47416549	253393	32563	36694	0.56%	0.01%	1.44	0.01%	1.65	5444439	7.03%	21189	0.03%	45326	0.06%	4341822	5.61%	8969	0.01%	0	0.00%
Aug 16 00:26:53	Aug 16 00:35:13	Aug 16 01:49:20	89.20	110183573	202	95519572	86.69%	198.91	70290291	69807917	69789587	397190	50730	52784	0.71%	0.00%	1.42	0.00%	1.71	6782511	6.16%	15990	0.01%	118083	0.11%	7738681	7.02%	8736	0.01%	0	0.00%
Aug 15 22:28:37	Aug 15 22:37:30	Aug 15 23:27:45	98.11	82165728	202	74342292	90.48%	199.56	49896142	49375603	49408983	391529	49634	45996	0.55%	0.00%	1.46	0.01%	1.64	3406276	4.15%	22427	0.03%	66888	0.08%	4313179	5.25%	14666	0.02%	0	0.00%
Aug 16 01:40:06	Aug 16 01:48:25	Aug 16 02:47:54	101.06	100191724	202	90684668	90.51%	200.02	64232953	63502096	63621187	497092	57670	57004	0.45%	0.00%	1.54	0.01%	1.53	4448159	4.44%	27076	0.03%	52291	0.05%	4955168	4.95%	24362	0.02%	0	0.00%
Aug 16 01:39:56	Aug 16 01:49:43	Aug 16 02:40:45	102.54	87217925	202	80121887	91.86%	200.28	52675513	51987494	52186590	381804	54817	52302	0.37%	0.01%	1.43	0.01%	1.54	3261722	3.74%	26365	0.03%	61371	0.07%	3734415	4.28%	12165	0.01%	0	0.00%
Aug 16 01:12:03	Aug 16 01:20:18	Aug 16 02:35:12	80.54	100541438	202	81332473	80.89%	198.88	60603988	60014231	60074736	432525	51928	44799	0.73%	0.00%	1.47	0.00%	1.57	3926580	3.91%	34234	0.03%	646445	0.64%	14582619	14.50%	19087	0.02%	0	0.00%
Aug 16 00:32:35	Aug 16 00:43:07	Aug 16 01:29:23	94.84	73134757	202	65837615	90.02%	200.17	32907767	32154272	32571944	258959	33774	43090	0.50%	0.01%	1.54	0.01%	1.52	2921052	3.99%	38195	0.05%	44524	0.06%	4283409	5.86%	9962	0.01%	0	0.00%
Aug 16 00:39:16	Aug 16 00:47:34	Aug 16 01:51:55	94.13	100953829	202	90539420	89.68%	198.97	62282197	61570676	61751826	420427	57402	52542	0.70%	0.00%	1.46	0.01%	1.57	3545761	3.51%	44316	0.04%	134535	0.13%	6665648	6.60%	24149	0.02%	0	0.00%
Aug 15 23:24:56	Aug 15 23:33:38	Aug 16 00:29:46	99.06	92674709	202	83470193	90.07%	199.62	54850001	54018926	54317686	424847	54742	52726	0.57%	0.00%	1.45	0.00%	1.59	3923091	4.23%	78325	0.08%	88066	0.10%	4934816	5.32%	180218	0.19%	0	0.00%
Aug 15 23:10:37	Aug 15 23:18:50	Aug 16 00:20:04	97.18	99177700	202	87270346	87.99%	199.18	46280626	45702474	45865332	327343	46477	41474	0.74%	0.00%	1.40	0.00%	1.56	4901756	4.94%	23477	0.02%	129439	0.13%	6828004	6.88%	24678	0.02%	0	0.00%
Aug 15 23:50:00	Aug 15 23:58:03	Aug 16 01:04:58	95.38	106374217	202	93967518	88.34%	199.08	52963235	52228015	52447809	418815	47472	49139	0.72%	0.00%	1.39	0.00%	1.50	4797796	4.51%	27209	0.03%	123983	0.12%	7426655	6.98%	31056	0.03%	0	0.00%
Aug 16 00:34:13	Aug 16 00:43:54	Aug 16 01:36:34	97.79	85838452	202	76941359	89.64%	199.76	39894881	39363678	39531056	292048	33423	38354	0.54%	0.00%	1.38	0.00%	1.58	4283549	4.99%	17898	0.02%	80495	0.09%	4494573	5.24%	20578	0.02%	0	0.00%
Aug 15 23:00:27	Aug 15 23:09:19	Aug 16 00:01:54	100.08	87710988	202	78737009	89.77%	199.63	46439811	45730120	45996103	351916	43954	47838	0.55%	0.00%	1.48	0.01%	1.62	3443232	3.93%	29971	0.03%	167443	0.19%	5309172	6.05%	24161	0.03%	0	0.00%
Aug 15 23:32:02	Aug 15 23:39:36	Aug 16 00:59:20	94.81	125990318	202	112948388	89.65%	199.17	51460682	50581251	50973163	392488	40047	54984	0.69%	0.00%	1.39	0.01%	1.54	4591090	3.64%	64035	0.05%	161128	0.13%	8190779	6.50%	34898	0.03%	0	0.00%
Aug 15 22:26:56	Aug 15 22:36:09	Aug 15 23:29:01	99.92	88044118	202	78633175	89.31%	199.52	47796691	47066055	47346078	361744	41116	47753	0.56%	0.01%	1.46	0.01%	1.61	3467426	3.94%	28304	0.03%	134749	0.15%	5763522	6.55%	16942	0.02%	0	0.00%
Aug 15 21:49:59	Aug 15 22:00:19	Aug 15 22:47:30	97.37	76567598	202	68835679	89.90%	199.54	49133451	48492501	48689375	353079	46990	44007	0.53%	0.01%	1.45	0.01%	1.63	3443152	4.50%	23069	0.03%	70573	0.09%	4182793	5.46%	12332	0.02%	0	0.00%
Aug 15 22:22:01	Aug 15 22:32:01	Aug 15 23:25:09	92.99	82350544	202	73186511	88.87%	199.96	43890426	43218387	43468528	324038	47761	50099	0.49%	0.01%	1.57	0.01%	1.51	4347417	5.28%	40063	0.05%	81305	0.10%	4671743	5.67%	23505	0.03%	0	0.00%
Aug 15 22:01:06	Aug 15 22:10:09	Aug 15 23:01:26	93.06	79536507	202	72063799	90.60%	199.51	56381066	55836968	55848573	437917	50015	44561	0.54%	0.00%	1.44	0.00%	1.66	3298795	4.15%	11939	0.02%	74661	0.09%	4077675	5.13%	9638	0.01%	0	0.00%
Aug 16 00:50:15	Aug 16 00:58:43	Aug 16 01:55:59	95.49	91135994	202	81862454	89.82%	200.08	55385346	54708448	54827695	446164	60091	51396	0.49%	0.01%	1.57	0.01%	1.50	4595592	5.04%	22934	0.03%	40676	0.04%	4602997	5.05%	11341	0.01%	0	0.00%
Aug 16 01:14:47	Aug 16 01:22:44	Aug 16 02:30:07	94.83	106495017	202	95639440	89.81%	198.89	75128801	74458952	74437119	550441	78351	62890	0.71%	0.00%	1.48	0.00%	1.65	3843138	3.61%	14289	0.01%	106604	0.10%	6882288	6.46%	9258	0.01%	0	0.00%
Aug 16 00:02:55	Aug 16 00:11:55	Aug 16 01:15:20	86.64	91578508	202	80787115	88.22%	200.04	57131701	56518168	56571943	451444	61372	46942	0.44%	0.00%	1.57	0.01%	1.50	6287501	6.87%	23249	0.03%	51559	0.06%	4412474	4.82%	16610	0.02%	0	0.00%
Aug 16 00:20:42	Aug 16 00:28:27	Aug 16 01:40:00	95.06	113364521	202	101648066	89.66%	198.93	70733473	69991888	70119538	480106	69054	64775	0.71%	0.00%	1.39	0.01%	1.58	4051745	3.57%	20209	0.02%	260190	0.23%	7372957	6.50%	11354	0.01%	0	0.00%
Aug 16 00:30:46	Aug 16 00:39:17	Aug 16 01:35:43	96.44	90709673	202	81802113	90.18%	200.09	50852419	50254644	50338442	387877	46265	79835	0.49%	0.01%	1.56	0.01%	1.56	4049814	4.46%	26487	0.03%	44479	0.05%	4767255	5.26%	19525	0.02%	0	0.00%
Aug 15 23:18:23	Aug 15 23:28:04	Aug 16 00:25:34	79.02	75731841	202	61490316	81.19%	199.91	43892118	43399804	43463320	339236	46916	42646	0.48%	0.01%	1.60	0.01%	1.53	4645040	6.13%	25639	0.03%	32245	0.04%	9519593	12.57%	19008	0.03%	0	0.00%
Aug 15 23:43:50	Aug 15 23:51:44	Aug 16 01:00:07	96.82	110344919	202	99526601	90.20%	199.02	66423546	65593031	65762068	530329	69570	61579	0.70%	0.00%	1.45	0.01%	1.62	3626384	3.29%	33682	0.03%	132255	0.12%	7011814	6.35%	14183	0.01%	0	0.00%
Aug 15 22:11:23	Aug 15 22:20:34	Aug 15 23:13:26	98.16	86485696	202	78158653	90.37%	199.56	50777229	49916009	50275050	399696	59054	43429	0.55%	0.00%	1.43	0.01%	1.57	3804854	4.40%	27280	0.03%	79952	0.09%	4385272	5.07%	29685	0.03%	0	0.00%
Aug 15 22:41:26	Aug 15 22:50:20	Aug 15 23:44:39	97.58	88337672	202	78105950	88.42%	198.98	53573655	52921118	53102681	371985	52033	46956	0.71%	0.00%	1.48	0.01%	1.56	3523982	3.99%	29637	0.03%	99879	0.11%	6567283	7.43%	10941	0.01%	0	0.00%
Aug 16 01:53:27	Aug 16 02:01:48	Aug 16 02:59:17	99.30	95136117	202	86675675	91.11%	200.08	57083047	56378069	56491752	467696	64203	59396	0.49%	0.01%	1.53	0.01%	1.56	3284942	3.45%	35792	0.04%	84269	0.09%	5037040	5.29%	18399	0.02%	0	0.00%
Aug 16 00:12:57	Aug 16 00:21:20	Aug 16 01:25:42	94.40	101272805	202	89131266	88.01%	199.07	56660510	55892640	56160373	390310	58500	51327	0.70%	0.00%	1.45	0.01%	1.55	4910158	4.85%	21554	0.02%	107896	0.11%	7089778	7.00%	12153	0.01%	0	0.00%
Aug 15 22:23:31	Aug 15 22:31:25	Aug 15 23:21:03	95.84	79280750	202	72041070	90.87%	199.49	51818117	51257281	51326057	395549	48677	47834	0.55%	0.00%	1.45	0.01%	1.68	2863442	3.61%	27165	0.03%	88676	0.11%	4244080	5.35%	16317	0.02%	0	0.00%
Aug 16 00:02:05	Aug 16 00:10:20	Aug 16 01:14:41	94.68	101546969	202	89233555	87.87%	198.95	60396870	59781102	59801291	490205	51432	53942	0.73%	0.00%	1.44	0.00%	1.56	4733543	4.66%	62173	0.06%	110475	0.11%	7387863	7.28%	19360	0.02%	0	0.00%
Aug 16 01:20:40	Aug 16 01:30:53	Aug 16 02:19:50	99.04	80797162	202	72816379	90.12%	199.61	48451802	47917617	47977900	367103	43435	63364	0.54%	0.00%	1.51	0.01%	1.63	3397837	4.21%	21993	0.03%	71743	0.09%	4470644	5.53%	18566	0.02%	0	0.00%
Aug 15 23:48:07	Aug 15 23:56:11	Aug 16 01:06:13	91.41	106694284	202	95196125	89.22%	199.02	63356647	62533137	62778471	450965	70154	57057	0.69%	0.00%	1.42	0.01%	1.53	4141990	3.88%	35874	0.03%	114698	0.11%	7185664	6.73%	19933	0.02%	0	0.00%
Aug 15 22:26:17	Aug 15 22:35:40	Aug 15 23:24:58	102.14	83923074	202	76548155	91.21%	199.57	56038191	55538394	55507880	430669	57391	42251	0.56%	0.00%	1.44	0.00%	1.61	2946182	3.51%	21457	0.03%	71006	0.08%	4306684	5.13%	29590	0.04%	0	0.00%
Aug 15 23:55:13	Aug 16 00:05:35	Aug 16 00:55:23	93.97	77995561	202	70192668	90.00%	199.56	50220798	49640593	49763634	377907	41924	37333	0.54%	0.00%	1.47	0.00%	1.60	3631463	4.66%	21256	0.03%	58243	0.07%	4076743	5.23%	15188	0.02%	0	0.00%
Aug 16 06:40:18	Aug 16 06:47:30	Aug 16 10:35:17	35.40	134389141	202	55728724	41.47%	199.02	28876402	28520040	28565922	256922	26271	27287	0.68%	0.01%	1.18	0.01%	1.51	69886030	52.00%	257453	0.19%	147947	0.11%	8341111	6.21%	27876	0.02%	0	0.00%
Aug 16 00:32:17	Aug 16 00:40:17	Aug 16 01:45:34	98.79	107488140	202	96266980	89.56%	199.00	66542844	65807793	65980731	441390	64368	56355	0.72%	0.00%	1.44	0.01%	1.55	4261441	3.96%	29617	0.03%	182236	0.17%	6733490	6.26%	14376	0.01%	0	0.00%
Aug 16 01:35:51	Aug 16 01:44:15	Aug 16 02:47:17	97.91	102856753	202	92615134	90.04%	198.98	60298853	59524218	59713249	468382	59703	57519	0.71%	0.00%	1.42	0.01%	1.56	3582642	3.48%	26981	0.03%	133292	0.13%	6483252	6.30%	15452	0.02%	0	0.00%
Aug 16 02:36:37	Aug 16 02:44:36	Aug 16 03:50:44	97.06	106979080	202	96329619	90.05%	199.03	68235889	67387271	67623161	495620	59497	57611	0.72%	0.00%	1.45	0.01%	1.62	2845986	2.66%	19876	0.02%	175435	0.16%	7595087	7.10%	13077	0.01%	0	0.00%
Aug 16 01:21:15	Aug 16 01:30:27	Aug 16 02:20:09	97.99	81170562	202	72813411	89.70%	199.06	45480646	44878598	45050113	352447	37924	40162	0.70%	0.00%	1.43	0.01%	1.56	2774469	3.42%	24752	0.03%	86197	0.11%	5458806	6.73%	12927	0.02%	0	0.00%
Aug 15 21:57:10	Aug 15 22:07:08	Aug 15 22:54:08	99.28	77772868	202	70542534	90.70%	199.53	50217020	49649645	49709883	414222	52333	40582	0.56%	0.00%	1.49	0.00%	1.61	2769968	3.56%	17574	0.02%	65962	0.08%	4365895	5.61%	10935	0.01%	0	0.00%
Aug 15 23:07:33	Aug 15 23:16:14	Aug 16 00:14:11	95.81	92536251	202	83111395	89.81%	199.12	54883688	54200014	54382274	400932	53608	46874	0.71%	0.00%	1.51	0.01%	1.57	3264018	3.53%	24908	0.03%	123794	0.13%	5995079	6.48%	17057	0.02%	0	0.00%
Aug 16 00:09:57	Aug 16 00:18:25	Aug 16 01:22:21	92.21	98257066	202	88462572	90.03%	199.06	56070680	55423700	55533470	428844	56449	51917	0.69%	0.00%	1.40	0.01%	1.55	3503569	3.57%	26070	0.03%	112125	0.11%	6140046	6.25%	12684	0.01%	0	0.00%
Aug 15 22:41:41	Aug 15 22:51:22	Aug 15 23:53:33	83.03	86047930	202	75032418	87.20%	200.03	49319203	48644194	48863426	357648	53245	44884	0.46%	0.01%	1.58	0.01%	1.51	6581327	7.65%	31071	0.04%	53427	0.06%	4326238	5.03%	23449	0.03%	0	0.00%
Aug 15 22:59:44	Aug 15 23:08:36	Aug 15 23:59:45	94.22	80324658	202	71958697	89.58%	199.58	47741592	47161892	47244983	413218	43983	39408	0.55%	0.00%	1.42	0.01%	1.61	3882945	4.83%	34783	0.04%	65199	0.08%	4350772	5.42%	32262	0.04%	0	0.00%
Aug 16 01:31:19	Aug 16 01:39:58	Aug 16 02:39:51	91.28	91099878	202	80964911	88.87%	199.44	56765001	55549462	56271310	378037	53504	62150	0.52%	0.00%	1.47	0.01%	1.56	4345409	4.77%	29831	0.03%	253594	0.28%	5484404	6.02%	21729	0.02%	0	0.00%
Aug 16 02:19:41	Aug 16 02:28:11	Aug 16 03:33:40	96.27	105066931	202	93858967	89.33%	198.98	58815397	58076633	58245764	458140	58133	53360	0.70%	0.00%	1.44	0.01%	1.58	3944997	3.75%	38686	0.04%	116151	0.11%	7088265	6.75%	19865	0.02%	0	0.00%
Aug 16 01:11:48	Aug 16 01:20:11	Aug 16 02:25:57	96.96	106278567	202	95687769	90.03%	199.03	58646612	57957947	58108636	422374	61078	54524	0.69%	0.00%	1.44	0.01%	1.54	4112342	3.87%	27478	0.03%	121205	0.11%	6311032	5.94%	18741	0.02%	0	0.00%
Aug 16 01:30:00	Aug 16 01:38:30	Aug 16 02:42:06	94.64	100316711	202	89187375	88.91%	199.12	62409278	61628217	61865246	417566	70665	55801	0.68%	0.00%	1.35	0.01%	1.50	4757002	4.74%	25313	0.03%	110382	0.11%	6220891	6.20%	15748	0.02%	0	0.00%
Aug 15 21:40:37	Aug 15 21:52:34	Aug 15 22:29:05	102.64	62470047	202	56965356	91.19%	200.08	36185769	35714878	35838670	271187	38651	37261	0.35%	0.01%	1.55	0.01%	1.57	2252129	3.61%	23457	0.04%	32451	0.05%	3184061	5.10%	12593	0.02%	0	0.00%
Aug 15 23:37:10	Aug 15 23:45:12	Aug 16 00:56:58	94.33	112825294	202	100930467	89.46%	199.03	62048479	61031408	61464640	455192	70677	57970	0.71%	0.00%	1.44	0.01%	1.58	4365944	3.87%	37712	0.03%	131042	0.12%	7336441	6.50%	23688	0.02%	0	0.00%
Aug 16 02:22:19	Aug 16 02:30:19	Aug 16 03:38:28	94.08	106854979	202	95944537	89.79%	199.06	64020527	63303200	63457722	437816	65979	59010	0.69%	0.00%	1.42	0.01%	1.58	3831721	3.59%	31680	0.03%	122810	0.11%	6907844	6.46%	16387	0.02%	0	0.00%
Aug 15 23:47:32	Aug 15 23:55:51	Aug 16 00:49:14	96.30	85684047	202	77091655	89.97%	200.07	53741152	53054156	53263489	373096	56999	47568	0.49%	0.01%	1.54	0.01%	1.51	4000577	4.67%	25563	0.03%	41395	0.05%	4513479	5.27%	11378	0.01%	0	0.00%
Aug 15 22:13:39	Aug 15 22:20:25	Aug 15 23:11:26	99.95	84986461	202	77818774	91.57%	200.22	52126221	51535920	51661964	372269	50774	41214	0.36%	0.01%	1.40	0.01%	1.66	3542771	4.17%	17436	0.02%	54314	0.06%	3540024	4.17%	13142	0.02%	0	0.00%
Aug 15 23:07:59	Aug 15 23:18:41	Aug 16 00:01:23	97.53	69410433	202	62814716	90.50%	199.49	42912041	42380085	42478657	353949	41490	37945	0.55%	0.01%	1.44	0.01%	1.60	2589754	3.73%	24216	0.03%	71113	0.10%	3893841	5.61%	16793	0.02%	0	0.00%
Aug 15 21:48:52	Aug 15 22:01:16	Aug 15 22:34:19	98.18	54082923	202	48542165	89.76%	200.09	29570505	29181662	29276582	232086	31047	30790	0.36%	0.01%	1.57	0.01%	1.55	2193758	4.06%	16368	0.03%	17691	0.03%	3303229	6.11%	9712	0.02%	0	0.00%
Aug 16 01:45:35	Aug 16 01:54:02	Aug 16 02:52:34	100.41	97951138	202	88982600	90.84%	200.06	58388534	57583125	57747130	523349	62673	55382	0.50%	0.01%	1.58	0.01%	1.53	3975684	4.06%	35091	0.04%	104773	0.11%	4839443	4.94%	13547	0.01%	0	0.00%
Aug 16 01:04:23	Aug 16 01:12:15	Aug 16 02:21:19	95.71	110175567	202	98617716	89.51%	199.00	67169421	66417886	66551417	490448	70183	57373	0.69%	0.01%	1.49	0.01%	1.59	3894259	3.53%	45319	0.04%	133071	0.12%	7461752	6.77%	23450	0.02%	0	0.00%
Aug 15 22:44:27	Aug 15 22:53:18	Aug 15 23:44:54	98.39	84617242	202	76347761	90.23%	200.09	50217272	49619386	49702805	400717	51321	62429	0.48%	0.01%	1.66	0.01%	1.50	3569013	4.22%	36645	0.04%	33987	0.04%	4612951	5.45%	16885	0.02%	0	0.00%
Aug 16 01:17:10	Aug 16 01:25:41	Aug 16 02:20:05	99.13	89879249	202	81195581	90.34%	200.15	49738548	49156707	49239150	406429	47156	45813	0.50%	0.01%	1.59	0.01%	1.49	3500686	3.89%	31342	0.03%	49131	0.05%	5091059	5.66%	11450	0.01%	0	0.00%
Aug 15 23:46:43	Aug 15 23:53:26	Aug 16 00:39:02	100.52	76393183	202	69536495	91.02%	200.15	40925662	40428361	40498781	343754	42537	40590	0.49%	0.01%	1.56	0.01%	1.55	2782406	3.64%	23907	0.03%	43127	0.06%	3998665	5.23%	8583	0.01%	0	0.00%
Aug 15 23:16:22	Aug 15 23:26:03	Aug 16 00:14:55	102.18	83221013	202	75991342	91.31%	200.17	41315273	40757446	40908660	323203	44629	38781	0.48%	0.00%	1.54	0.01%	1.51	3069626	3.69%	20741	0.02%	42868	0.05%	4086317	4.91%	10119	0.01%	0	0.00%
Aug 16 01:28:25	Aug 16 01:37:04	Aug 16 02:28:57	100.21	86656069	202	78832466	90.97%	200.10	53144319	52410048	52573972	462747	60040	47560	0.49%	0.01%	1.61	0.01%	1.54	3091785	3.57%	25876	0.03%	44965	0.05%	4649524	5.37%	11453	0.01%	0	0.00%
Aug 15 23:10:46	Aug 15 23:19:04	Aug 16 00:16:14	100.64	95888293	202	87129819	90.87%	200.11	56780187	56157309	56223819	445553	54130	56685	0.49%	0.01%	1.59	0.01%	1.55	3782116	3.94%	24923	0.03%	72325	0.08%	4869111	5.08%	9999	0.01%	0	0.00%
Aug 16 01:35:39	Aug 16 01:44:13	Aug 16 02:46:21	94.98	98356953	202	88034800	89.51%	198.97	64226165	63563541	63675117	442452	56177	52419	0.72%	0.00%	1.42	0.01%	1.61	3375813	3.43%	21386	0.02%	162711	0.17%	6749954	6.86%	12289	0.01%	0	0.00%
Aug 16 00:23:17	Aug 16 00:33:27	Aug 16 01:20:47	96.74	76319066	202	68456217	89.70%	199.59	42272003	41726776	41884222	310910	39864	37007	0.57%	0.01%	1.58	0.01%	1.46	3362275	4.41%	18318	0.02%	67790	0.09%	4403402	5.77%	11064	0.01%	0	0.00%
Aug 16 00:29:05	Aug 16 00:37:31	Aug 16 01:48:39	86.79	102893842	202	91066210	88.51%	199.02	53260698	52560490	52725867	427568	49713	57550	0.73%	0.00%	1.37	0.01%	1.44	5031564	4.89%	24814	0.02%	110436	0.11%	6647090	6.46%	13728	0.01%	0	0.00%
Aug 16 01:12:30	Aug 16 01:20:27	Aug 16 02:33:52	90.20	110366459	202	96430216	87.37%	198.94	67772687	66951373	67036861	597754	64685	73387	0.74%	0.01%	1.43	0.01%	1.54	5483539	4.97%	36103	0.03%	159321	0.14%	8240804	7.47%	16476	0.01%	0	0.00%
Aug 15 23:23:32	Aug 15 23:31:57	Aug 16 00:37:29	94.42	103130668	202	91608295	88.83%	199.04	64513660	63741642	63931382	462763	57014	62501	0.72%	0.00%	1.42	0.00%	1.56	4779393	4.63%	27894	0.03%	111442	0.11%	6581183	6.38%	22461	0.02%	0	0.00%
