Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Aug 16 00:35:19	Aug 16 00:44:49	Aug 16 01:32:31	105.53	83895517	202	77413666	92.27%	199.93	50144483	49556804	49637177	400731	60667	45908	0.55%	0.02%	2.09	0.01%	1.56	2348963	2.80%	19813	0.02%	22833	0.03%	4081336	4.86%	8906	0.01%	0	0.00%
Aug 15 22:12:46	Aug 15 22:22:21	Aug 15 23:11:18	103.75	84641563	202	77158608	91.16%	199.89	52824413	52268941	52283029	430551	58471	52362	0.55%	0.01%	1.71	0.01%	1.55	2515298	2.97%	21218	0.03%	34719	0.04%	4897891	5.79%	13829	0.02%	0	0.00%
Aug 16 00:51:49	Aug 16 01:01:43	Aug 16 01:50:33	101.66	82738138	202	76059545	91.93%	200.20	49123846	48190635	48616962	417793	45383	43708	0.38%	0.01%	1.38	0.01%	1.57	2948047	3.56%	29775	0.04%	107374	0.13%	3576743	4.32%	16654	0.02%	0	0.00%
Aug 16 00:05:00	Aug 16 00:13:41	Aug 16 01:18:02	95.24	102147937	202	90945866	89.03%	199.99	67008686	66225805	66382483	503189	64656	58358	0.46%	0.00%	1.61	0.01%	1.51	5744556	5.62%	28596	0.03%	70646	0.07%	5338783	5.23%	19490	0.02%	0	0.00%
Aug 15 22:51:13	Aug 15 23:00:08	Aug 15 23:55:13	100.18	91968320	202	82928612	90.17%	199.85	44882770	44135439	44463158	326933	41961	50718	0.44%	0.01%	1.29	0.01%	1.65	4507765	4.90%	35128	0.04%	112559	0.12%	4354495	4.73%	29761	0.03%	0	0.00%
Aug 16 01:33:45	Aug 16 01:42:28	Aug 16 02:41:41	99.02	97726430	202	88316913	90.37%	199.86	42235836	41424189	41792234	354735	37978	50889	0.47%	0.02%	1.74	0.01%	1.58	4402141	4.50%	59058	0.06%	149248	0.15%	4772898	4.88%	26172	0.03%	0	0.00%
Aug 15 23:11:15	Aug 15 23:20:06	Aug 16 00:13:51	101.68	91086525	202	82684405	90.78%	199.91	49296657	48555387	48811869	387008	51391	46389	0.44%	0.01%	1.84	0.00%	1.62	4025166	4.42%	30782	0.03%	73771	0.08%	4257044	4.67%	15357	0.02%	0	0.00%
Aug 15 22:51:16	Aug 15 22:59:42	Aug 16 00:03:53	87.86	93980507	202	83109041	88.43%	199.34	54866207	54206097	54310234	445860	58100	52013	0.70%	0.01%	1.57	0.01%	1.49	3747549	3.99%	26087	0.03%	67367	0.07%	7019270	7.47%	11193	0.01%	0	0.00%
Aug 16 01:19:27	Aug 16 01:28:06	Aug 16 02:26:51	102.58	100438738	202	91450863	91.05%	199.87	53302698	52481486	52764358	434150	51560	52630	0.46%	0.01%	1.41	0.01%	1.56	4246791	4.23%	34740	0.03%	103825	0.10%	4587601	4.57%	14918	0.01%	0	0.00%
Aug 15 22:28:06	Aug 15 22:37:17	Aug 15 23:27:14	99.00	82421481	202	74658069	90.58%	199.93	42813570	42137291	42387650	334214	40594	51112	0.47%	0.01%	1.42	0.01%	1.57	3418307	4.15%	28391	0.03%	71064	0.09%	4225014	5.13%	20636	0.03%	0	0.00%
Aug 15 23:06:56	Aug 15 23:15:48	Aug 16 00:10:16	101.94	92542795	202	84289908	91.08%	199.93	47850893	47118874	47331842	419984	52977	46090	0.45%	0.01%	1.58	0.01%	1.64	3511251	3.79%	38059	0.04%	82217	0.09%	4602827	4.97%	18533	0.02%	0	0.00%
Aug 16 01:04:50	Aug 16 01:13:14	Aug 16 02:11:34	100.22	97435216	202	88373366	90.70%	199.81	61329316	60472923	60705372	505203	66117	52624	0.45%	0.00%	1.46	0.01%	1.65	3961264	4.07%	30551	0.03%	78288	0.08%	4976780	5.11%	14967	0.02%	0	0.00%
Aug 15 23:42:10	Aug 15 23:51:57	Aug 16 00:39:40	99.53	79152520	202	72202942	91.22%	199.85	46203807	45501966	45755878	362889	41043	43997	0.46%	0.02%	1.77	0.01%	1.51	2855769	3.61%	24865	0.03%	76101	0.10%	3962556	5.01%	30287	0.04%	0	0.00%
Aug 16 01:18:19	Aug 16 01:28:08	Aug 16 02:18:57	101.76	86186037	202	79040259	91.71%	199.71	50643149	49863588	50143888	392770	56591	49900	0.46%	0.01%	1.70	0.01%	1.63	2888118	3.35%	43656	0.05%	100464	0.12%	4092144	4.75%	21396	0.02%	0	0.00%
Aug 15 23:26:53	Aug 15 23:36:12	Aug 16 00:28:53	93.78	82347079	202	73466787	89.22%	200.13	47435338	46987769	47001080	343877	49373	41008	0.49%	0.01%	1.58	0.01%	1.54	3751260	4.56%	17680	0.02%	31313	0.04%	5072850	6.16%	7189	0.01%	0	0.00%
Aug 16 01:32:36	Aug 16 01:41:29	Aug 16 02:32:28	107.03	90949240	202	84252013	92.64%	199.99	53825457	53124792	53300721	414779	62729	47228	0.53%	0.01%	1.74	0.01%	1.53	2728803	3.00%	23692	0.03%	18331	0.02%	3913726	4.30%	12675	0.01%	0	0.00%
Aug 16 00:58:18	Aug 16 01:07:10	Aug 16 02:01:41	98.69	89674766	202	81103120	90.44%	200.12	55092783	54568961	54568811	421574	53295	49103	0.50%	0.01%	1.61	0.01%	1.56	3704801	4.13%	24719	0.03%	38368	0.04%	4793738	5.35%	10020	0.01%	0	0.00%
Aug 15 22:48:14	Aug 15 22:58:02	Aug 15 23:49:54	99.52	86032776	202	77865866	90.51%	199.82	55255671	54464761	54757718	399093	52397	46463	0.44%	0.00%	1.46	0.01%	1.58	3840319	4.46%	27283	0.03%	81014	0.09%	4204852	4.89%	13442	0.02%	0	0.00%
Aug 16 00:25:00	Aug 16 00:34:44	Aug 16 01:23:05	100.94	81337705	202	74008912	90.99%	199.76	50961562	50305848	50471874	395235	48581	45872	0.47%	0.00%	1.40	0.01%	1.63	3378367	4.15%	24324	0.03%	79739	0.10%	3833706	4.71%	12657	0.02%	0	0.00%
Aug 15 22:00:47	Aug 15 22:10:12	Aug 15 23:07:17	87.63	83366511	202	73771684	88.49%	200.00	51498047	50977028	51034882	377171	39220	46774	0.46%	0.01%	1.56	0.01%	1.54	5295981	6.35%	17126	0.02%	41766	0.05%	4229437	5.07%	10517	0.01%	0	0.00%
Aug 15 21:49:47	Aug 15 21:59:14	Aug 15 22:53:19	85.95	77470239	202	63916415	82.50%	199.39	48394874	47931391	47973950	334762	49479	36683	0.67%	0.00%	1.58	0.01%	1.52	3849896	4.97%	10408	0.01%	28196	0.04%	9660356	12.47%	4968	0.01%	0	0.00%
Aug 15 23:06:52	Aug 15 23:15:43	Aug 16 00:14:25	96.58	94487840	202	84554559	89.49%	200.00	61598162	60969059	61046561	436004	59955	55642	0.47%	0.01%	1.52	0.01%	1.56	5013055	5.31%	33845	0.04%	52303	0.06%	4807623	5.09%	26455	0.03%	0	0.00%
Aug 16 01:26:28	Aug 16 01:34:58	Aug 16 02:31:55	98.84	93819148	202	85759996	91.41%	199.86	61184452	60287893	60607179	463410	63035	50828	0.44%	0.00%	1.38	0.01%	1.60	3779433	4.03%	34468	0.04%	97306	0.10%	4132610	4.40%	15335	0.02%	0	0.00%
Aug 16 01:31:24	Aug 16 01:40:42	Aug 16 02:38:28	83.85	80733680	202	67765293	83.94%	199.53	34261745	33920277	34015258	186365	27931	32191	0.72%	0.01%	1.51	0.01%	1.48	5890481	7.30%	27737	0.03%	35914	0.04%	7009373	8.68%	4882	0.01%	0	0.00%
Aug 15 22:40:26	Aug 15 22:49:23	Aug 15 23:42:07	101.32	89045268	202	81587829	91.63%	199.70	59466235	58968507	58948428	419639	49706	48462	0.47%	0.00%	1.40	0.01%	1.68	3237197	3.64%	17085	0.02%	81496	0.09%	4111084	4.62%	10577	0.01%	0	0.00%
Aug 16 01:08:12	Aug 16 01:16:49	Aug 16 02:18:01	95.10	97003408	202	84293940	86.90%	199.34	58694526	57900752	58135353	438850	73585	46738	0.70%	0.00%	1.58	0.01%	1.56	4173065	4.30%	31734	0.03%	56999	0.06%	8385215	8.64%	62455	0.06%	0	0.00%
Aug 16 00:07:55	Aug 16 00:16:32	Aug 16 01:17:10	90.72	91675222	202	81033660	88.39%	199.82	53330671	52648433	52788397	435543	58592	48139	0.46%	0.00%	1.45	0.01%	1.53	5968081	6.51%	24923	0.03%	68429	0.07%	4567699	4.98%	12430	0.01%	0	0.00%
Aug 15 23:03:41	Aug 15 23:12:24	Aug 16 00:06:38	99.09	89570725	202	81424066	90.90%	199.82	57685258	56978196	57182705	392892	60630	49031	0.44%	0.00%	1.46	0.01%	1.57	3809152	4.25%	33890	0.04%	69641	0.08%	4217238	4.71%	16738	0.02%	0	0.00%
Aug 15 22:22:25	Aug 15 22:29:34	Aug 15 23:21:49	95.49	83153236	202	75185273	90.42%	200.10	39894883	39366679	39497680	320524	30384	46295	0.51%	0.01%	1.60	0.01%	1.59	3112071	3.74%	41821	0.05%	54083	0.07%	4747780	5.71%	12208	0.01%	0	0.00%
Aug 16 00:26:18	Aug 16 00:34:35	Aug 16 01:32:44	98.74	95691350	202	86964797	90.88%	200.10	59775775	58935935	59235738	423497	57765	58775	0.48%	0.01%	1.55	0.01%	1.55	3933564	4.11%	33912	0.04%	53660	0.06%	4693026	4.90%	12391	0.01%	0	0.00%
Aug 16 01:04:14	Aug 16 01:13:18	Aug 16 02:06:44	95.84	85350315	202	76968649	90.18%	200.13	52357278	51823250	51845835	416414	52288	42741	0.47%	0.01%	1.58	0.01%	1.51	3757619	4.40%	22855	0.03%	34181	0.04%	4553666	5.34%	13345	0.02%	0	0.00%
Aug 16 00:55:16	Aug 16 01:05:05	Aug 16 01:55:17	101.57	84976693	202	77202781	90.85%	199.87	54714665	54153717	54234894	385717	51707	42347	0.46%	0.00%	1.51	0.01%	1.52	3178146	3.74%	16643	0.02%	59743	0.07%	4508535	5.31%	10845	0.01%	0	0.00%
Aug 15 22:33:17	Aug 15 22:41:36	Aug 15 23:38:53	90.57	86470439	202	78782780	91.11%	199.85	54661192	54066602	54165552	394158	53382	48100	0.43%	0.00%	1.44	0.01%	1.60	3428061	3.96%	51577	0.06%	70340	0.08%	4110552	4.75%	27129	0.03%	0	0.00%
Aug 15 22:45:48	Aug 15 22:55:13	Aug 15 23:48:08	92.49	81574417	202	69308028	84.96%	199.55	29292680	28851957	28984929	243166	25374	39211	0.69%	0.01%	1.51	0.01%	1.55	3666463	4.49%	37756	0.05%	58318	0.07%	8471135	10.38%	32717	0.04%	0	0.00%
Aug 15 23:07:55	Aug 15 23:16:20	Aug 16 00:29:00	89.67	108602379	202	93030036	85.66%	199.35	59344404	58544132	58715042	520500	52782	56080	0.70%	0.00%	1.46	0.01%	1.51	5493774	5.06%	31771	0.03%	88096	0.08%	9932046	9.15%	26656	0.02%	0	0.00%
Aug 16 02:39:57	Aug 16 02:48:25	Aug 16 03:52:39	99.00	105989190	202	96009834	90.58%	199.81	68289524	67162706	67648437	504988	69889	66210	0.45%	0.01%	1.40	0.01%	1.59	4537406	4.28%	47583	0.04%	113837	0.11%	5262553	4.97%	17977	0.02%	0	0.00%
Aug 15 22:08:28	Aug 15 22:18:41	Aug 15 22:58:11	91.94	60524589	202	51106599	84.44%	199.72	26485406	26203517	26222501	218495	22086	22324	0.44%	0.01%	1.56	0.01%	1.51	1826406	3.02%	10595	0.02%	25429	0.04%	7548057	12.47%	7503	0.01%	0	0.00%
Aug 15 23:23:23	Aug 15 23:31:57	Aug 16 00:34:02	97.17	100546547	202	90844256	90.35%	199.83	68381136	67759919	67811788	444888	74002	50458	0.42%	0.00%	1.45	0.01%	1.57	5299944	5.27%	22174	0.02%	71061	0.07%	4296449	4.27%	12663	0.01%	0	0.00%
Aug 16 02:04:10	Aug 16 02:13:01	Aug 16 03:08:51	100.80	93797492	202	85533778	91.19%	199.88	52739500	52237824	52309141	343336	35903	51120	0.47%	0.00%	1.48	0.01%	1.70	3422362	3.65%	24968	0.03%	87411	0.09%	4714741	5.03%	14232	0.02%	0	0.00%
Aug 16 00:11:31	Aug 16 00:23:26	Aug 16 01:00:30	94.04	58095841	202	52703909	90.72%	200.24	37689332	37377771	37395255	230001	32508	31568	0.37%	0.01%	1.47	0.01%	1.64	2694700	4.64%	10197	0.02%	29834	0.05%	2652204	4.57%	4997	0.01%	0	0.00%
Aug 16 00:00:19	Aug 16 00:08:54	Aug 16 01:06:24	96.15	92146237	202	83796634	90.94%	199.75	63006202	62502916	62509268	393268	53030	50636	0.43%	0.00%	1.44	0.01%	1.77	4025445	4.37%	20104	0.02%	71863	0.08%	4221097	4.58%	11094	0.01%	0	0.00%
Aug 15 22:02:18	Aug 15 22:08:41	Aug 15 22:59:17	98.95	83444275	202	76097351	91.20%	199.86	51231567	50555762	50779867	356565	54757	40378	0.44%	0.00%	1.47	0.01%	1.66	3264358	3.91%	26084	0.03%	70663	0.08%	3933569	4.71%	52250	0.06%	0	0.00%
Aug 16 00:00:47	Aug 16 00:10:09	Aug 16 01:04:19	93.43	84349668	202	76132116	90.26%	199.72	59784099	59328139	59346000	343812	44930	49357	0.45%	0.00%	1.49	0.01%	1.82	3891382	4.61%	14566	0.02%	65210	0.08%	4237841	5.02%	8553	0.01%	0	0.00%
Aug 15 22:17:42	Aug 15 22:24:28	Aug 15 23:13:17	100.51	81774716	202	75121846	91.86%	199.66	57907615	57409765	57481498	336901	39113	50103	0.45%	0.00%	1.50	0.01%	1.80	2384627	2.92%	16552	0.02%	73716	0.09%	4169534	5.10%	8441	0.01%	0	0.00%
Aug 16 01:12:10	Aug 16 01:22:44	Aug 16 02:13:41	94.17	79965058	202	72486141	90.65%	199.66	56186680	55710781	55766904	326719	40181	52876	0.45%	0.00%	1.46	0.00%	1.66	3414355	4.27%	15238	0.02%	64968	0.08%	3975830	4.97%	8526	0.01%	0	0.00%
Aug 15 18:50:45	Aug 15 19:08:23	Aug 15 19:08:27	0.00	0	0	0	0.00%	0.00	0	0	0	0	0	0	-nan%	0.00%	0.00	0.00%	0.00	0	0.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
Aug 15 22:59:17	Aug 15 23:08:49	Aug 16 00:01:04	102.30	89086311	202	81876369	91.91%	199.69	64104492	63654865	63627138	372582	41845	62927	0.45%	0.00%	1.49	0.01%	1.86	2949387	3.31%	16039	0.02%	71639	0.08%	4163814	4.67%	9063	0.01%	0	0.00%
Aug 16 01:12:13	Aug 16 01:21:13	Aug 16 02:14:21	100.91	89362242	202	80950175	90.59%	199.80	56796361	55956936	56279518	409065	56624	51154	0.44%	0.00%	1.43	0.01%	1.57	3620700	4.05%	23417	0.03%	128778	0.14%	4626845	5.18%	12327	0.01%	0	0.00%
Aug 16 02:14:49	Aug 16 02:20:40	Aug 16 03:18:02	92.84	88764425	202	79942824	90.06%	199.75	61399995	60911423	60940359	360239	45444	53953	0.44%	0.00%	1.48	0.01%	1.71	4389399	4.94%	16096	0.02%	65429	0.07%	4342280	4.89%	8397	0.01%	0	0.00%
Aug 16 01:31:32	Aug 16 01:40:32	Aug 16 02:34:34	97.08	87422335	202	79556495	91.00%	199.79	56475462	55978715	55973780	406930	49969	44783	0.45%	0.00%	1.47	0.01%	1.60	3817779	4.37%	16239	0.02%	61467	0.07%	3959974	4.53%	10381	0.01%	0	0.00%
Aug 16 01:21:50	Aug 16 01:30:14	Aug 16 02:28:36	101.55	98781505	202	90728646	91.85%	199.82	65415192	64850851	64851809	465279	48555	49549	0.43%	0.00%	1.44	0.01%	1.63	3505410	3.55%	16621	0.02%	85849	0.09%	4435303	4.49%	9676	0.01%	0	0.00%
Aug 16 00:25:49	Aug 16 00:34:17	Aug 16 01:42:59	91.30	104540167	202	90033646	86.12%	199.22	61383482	60730057	60800866	477976	55051	49589	0.70%	0.00%	1.48	0.01%	1.55	4173132	3.99%	25888	0.02%	105383	0.10%	10188525	9.75%	13593	0.01%	0	0.00%
Aug 16 00:12:30	Aug 16 00:20:05	Aug 16 01:11:31	97.78	83817854	202	76824288	91.66%	199.71	60567217	60157290	60150111	328876	38203	50027	0.44%	0.00%	1.47	0.00%	1.74	3061332	3.65%	11159	0.01%	60558	0.07%	3854025	4.60%	6492	0.01%	0	0.00%
Aug 15 23:15:19	Aug 15 23:23:53	Aug 16 00:25:20	103.20	105697625	202	97201073	91.96%	199.78	63557158	62768696	62968656	462945	56493	69064	0.45%	0.00%	1.42	0.01%	1.67	3476964	3.29%	43810	0.04%	117834	0.11%	4822114	4.56%	35830	0.03%	0	0.00%
Aug 15 22:52:37	Aug 15 22:59:28	Aug 15 23:44:32	100.28	75319438	202	69132214	91.79%	199.72	48463799	48050362	48098629	285011	37126	43033	0.43%	0.00%	1.45	0.01%	1.72	2610526	3.47%	17061	0.02%	58655	0.08%	3492126	4.64%	8856	0.01%	0	0.00%
Aug 16 01:59:21	Aug 16 02:08:15	Aug 16 03:07:48	95.24	94528843	202	85703034	90.66%	199.61	68280618	67667928	67746899	401384	49703	82632	0.45%	0.00%	1.44	0.01%	1.74	4065054	4.30%	27342	0.03%	89202	0.09%	4629899	4.90%	14312	0.02%	0	0.00%
Aug 15 22:58:07	Aug 15 23:06:18	Aug 16 00:01:28	93.07	85576771	202	78205451	91.39%	199.73	55726134	55053918	55240581	388546	48808	48199	0.45%	0.00%	1.45	0.01%	1.69	2986959	3.49%	35973	0.04%	126847	0.15%	4202261	4.91%	19280	0.02%	0	0.00%
Aug 15 22:01:59	Aug 15 22:11:23	Aug 15 23:03:20	93.49	80946559	202	73005021	90.19%	199.62	57892335	57480501	57478861	318105	38808	56561	0.45%	0.00%	1.46	0.01%	1.77	3511278	4.34%	17546	0.02%	62653	0.08%	4340289	5.36%	9772	0.01%	0	0.00%
Aug 15 23:17:10	Aug 15 23:27:09	Aug 16 00:16:00	99.14	80713289	202	73899864	91.56%	199.65	56143176	55736468	55728930	320034	35553	58659	0.45%	0.00%	1.48	0.01%	1.94	2713013	3.36%	18642	0.02%	73018	0.09%	3999728	4.96%	9024	0.01%	0	0.00%
Aug 15 23:45:49	Aug 15 23:55:32	Aug 16 00:47:47	89.92	78305736	202	70157464	89.59%	199.79	54064356	53764192	53749086	239102	27995	48173	0.45%	0.00%	1.43	0.01%	1.88	4045391	5.17%	10929	0.01%	54968	0.07%	4031815	5.15%	5169	0.01%	0	0.00%
Aug 15 23:38:22	Aug 15 23:46:46	Aug 16 00:42:05	107.74	99332990	202	92087392	92.71%	199.98	60227140	59446255	59639475	473936	59790	53939	0.54%	0.01%	1.69	0.01%	1.56	2483434	2.50%	25407	0.03%	29001	0.03%	4692106	4.72%	15650	0.02%	0	0.00%
Aug 16 00:42:30	Aug 16 00:51:43	Aug 16 01:44:22	100.80	88448067	202	81311196	91.93%	200.17	61257546	60801351	60798163	356368	47936	55079	0.38%	0.01%	1.47	0.01%	1.58	3081668	3.48%	17697	0.02%	50783	0.06%	3976661	4.50%	10062	0.01%	0	0.00%
Aug 16 00:04:33	Aug 16 00:15:06	Aug 16 01:07:05	87.34	75672296	202	63114979	83.41%	199.27	40892452	40423469	40511637	307449	37975	35391	0.73%	0.01%	1.66	0.01%	1.49	3195821	4.22%	15809	0.02%	36706	0.05%	9300940	12.29%	8041	0.01%	0	0.00%
Aug 16 00:30:13	Aug 16 00:39:13	Aug 16 01:33:03	99.49	89265916	202	81731410	91.56%	199.71	66175797	65718925	65724325	347659	36742	67071	0.45%	0.00%	1.44	0.00%	1.87	3077412	3.45%	14988	0.02%	76147	0.09%	4356854	4.88%	9105	0.01%	0	0.00%
Aug 16 01:58:53	Aug 16 02:07:16	Aug 16 03:11:22	93.14	99509900	202	89113729	89.55%	199.58	74142632	73571603	73616463	395124	48442	82603	0.47%	0.00%	1.46	0.01%	1.83	5253242	5.28%	18067	0.02%	105204	0.11%	5009268	5.03%	10390	0.01%	0	0.00%
Aug 16 01:27:22	Aug 16 01:36:12	Aug 16 02:29:38	101.08	90020183	202	82860682	92.05%	199.78	65599061	65111673	65143547	360042	36991	58481	0.44%	0.00%	1.49	0.01%	1.86	2893771	3.21%	14176	0.02%	84662	0.09%	4157962	4.62%	8930	0.01%	0	0.00%
Aug 16 01:32:14	Aug 16 01:41:59	Aug 16 02:27:48	102.87	78555193	202	72204753	91.92%	199.77	52960875	52522974	52547134	324784	42329	46628	0.47%	0.00%	1.51	0.01%	1.71	2140736	2.73%	15166	0.02%	58162	0.07%	4128063	5.25%	8313	0.01%	0	0.00%
Aug 15 23:59:02	Aug 16 00:09:48	Aug 16 00:59:08	91.90	75561178	202	68353711	90.46%	199.70	53550481	53127276	53155450	309124	39040	46867	0.45%	0.00%	1.44	0.01%	1.71	3431867	4.54%	17049	0.02%	55920	0.07%	3692587	4.89%	10044	0.01%	0	0.00%
Aug 15 23:23:35	Aug 15 23:32:49	Aug 16 00:20:59	94.24	75653033	202	68727915	90.85%	199.85	50896183	50481177	50460222	353512	42831	39618	0.44%	0.00%	1.48	0.01%	1.67	3304543	4.37%	13690	0.02%	56930	0.08%	3541974	4.68%	7981	0.01%	0	0.00%
Aug 15 22:30:45	Aug 15 22:40:45	Aug 15 23:27:44	103.03	80677540	202	74093243	91.84%	199.80	52210810	51525705	51763381	351332	47919	48178	0.46%	0.00%	1.44	0.01%	1.72	2472916	3.07%	21340	0.03%	136537	0.17%	3941379	4.89%	12125	0.02%	0	0.00%
Aug 15 22:01:41	Aug 15 22:11:54	Aug 15 23:06:43	88.10	80484738	202	71858638	89.28%	199.82	53828822	53364331	53414769	319226	51750	43077	0.43%	0.00%	1.51	0.01%	1.70	4746161	5.90%	15762	0.02%	53779	0.07%	3801105	4.72%	9293	0.01%	0	0.00%
Aug 16 01:49:01	Aug 16 01:58:36	Aug 16 02:48:09	94.26	77845464	202	70442580	90.49%	199.83	52339222	51860014	51936134	313009	50051	40028	0.44%	0.00%	1.48	0.01%	1.65	3541855	4.55%	19592	0.03%	58029	0.07%	3773032	4.85%	10376	0.01%	0	0.00%
Aug 15 23:59:56	Aug 16 00:08:47	Aug 16 01:05:54	98.74	93995681	202	85602277	91.07%	199.96	60714967	60108655	60162716	448476	49759	54016	0.45%	0.00%	1.58	0.01%	1.53	3726303	3.96%	25748	0.03%	52939	0.06%	4571468	4.86%	16946	0.02%	0	0.00%
Aug 15 22:09:07	Aug 15 22:16:55	Aug 15 23:12:57	90.76	84764318	202	76084262	89.76%	199.92	54849523	54349410	54421850	337162	52445	38066	0.42%	0.00%	1.47	0.01%	1.61	4853232	5.73%	18233	0.02%	54072	0.06%	3743396	4.42%	11123	0.01%	0	0.00%
Aug 15 22:10:21	Aug 15 22:20:08	Aug 15 23:12:26	96.83	84401488	202	76640483	90.80%	199.69	58432421	57957844	57978568	355292	46527	52034	0.45%	0.00%	1.44	0.01%	1.69	3514318	4.16%	21131	0.03%	66978	0.08%	4146973	4.91%	11605	0.01%	0	0.00%
Aug 15 22:13:27	Aug 15 22:21:24	Aug 15 23:14:38	98.08	87019378	202	79008489	90.79%	200.04	53700706	53003772	53153862	436123	57806	52915	0.45%	0.01%	1.52	0.01%	1.46	3366087	3.87%	48702	0.06%	45487	0.05%	4367497	5.02%	183116	0.21%	0	0.00%
Aug 16 01:39:44	Aug 16 01:49:15	Aug 16 02:43:19	99.72	89860071	202	82135644	91.40%	199.82	58337658	57685332	57777006	455886	56724	48042	0.44%	0.00%	1.44	0.01%	1.67	3474896	3.87%	24859	0.03%	97231	0.11%	4107280	4.57%	20161	0.02%	0	0.00%
Aug 16 02:27:39	Aug 16 02:36:16	Aug 16 03:35:25	97.92	96527939	202	87470348	90.62%	199.71	65155776	64663540	64658568	387346	47963	61899	0.46%	0.00%	1.48	0.01%	1.79	4038774	4.18%	22546	0.02%	74587	0.08%	4910061	5.09%	11623	0.01%	0	0.00%
Aug 15 22:39:26	Aug 15 22:47:56	Aug 15 23:56:26	86.14	98343749	202	79822627	81.17%	199.24	58962819	58301255	58435458	424072	55495	47794	0.69%	0.00%	1.48	0.01%	1.53	4406243	4.48%	20267	0.02%	90096	0.09%	13993921	14.23%	10595	0.01%	0	0.00%
Aug 15 22:42:57	Aug 15 22:51:56	Aug 15 23:44:46	102.96	90660782	202	81898317	90.33%	200.03	39944761	39466456	39594683	274708	35499	39871	0.47%	0.00%	1.33	0.00%	1.56	4523879	4.99%	21669	0.02%	73425	0.08%	4121120	4.55%	22372	0.02%	0	0.00%
Aug 15 22:04:07	Aug 15 22:14:02	Aug 15 22:58:13	105.81	77917636	202	71912480	92.29%	199.96	49082919	48550579	48610148	375790	51383	45598	0.56%	0.01%	1.75	0.01%	1.57	2085709	2.68%	14801	0.02%	22396	0.03%	3864684	4.96%	17566	0.02%	0	0.00%
Aug 15 22:59:53	Aug 15 23:08:53	Aug 16 00:00:49	100.54	87026742	202	78773965	90.52%	199.88	41455932	40814302	41066491	307564	38631	43246	0.47%	0.01%	1.47	0.01%	1.64	3544252	4.07%	52852	0.06%	94920	0.11%	4502963	5.17%	57790	0.07%	0	0.00%
Aug 15 23:22:34	Aug 15 23:31:13	Aug 16 00:28:03	103.15	97705611	202	89006797	91.10%	199.80	64406173	63618925	63755072	534862	66475	49764	0.44%	0.00%	1.49	0.01%	1.72	3789903	3.88%	25508	0.03%	75500	0.08%	4789744	4.90%	18159	0.02%	0	0.00%
Aug 16 01:47:22	Aug 16 01:52:40	Aug 16 03:35:18	101.72	173995233	202	155460872	89.35%	200.10	103882124	102518130	102821108	812992	96477	151547	0.51%	0.01%	1.70	0.01%	1.50	8118920	4.67%	37520	0.02%	82610	0.05%	10272426	5.90%	22885	0.01%	0	0.00%
Aug 16 00:39:27	Aug 16 00:48:21	Aug 16 01:55:42	78.11	87679257	202	64218449	73.24%	199.28	45647652	45083287	45171824	402253	39330	34245	0.71%	0.00%	1.61	0.01%	1.51	3236912	3.69%	14264	0.02%	41330	0.05%	20154869	22.99%	13433	0.02%	0	0.00%
Aug 15 22:55:48	Aug 15 23:04:56	Aug 15 23:56:59	102.98	89334699	202	81481593	91.21%	199.76	53320685	52650116	52803149	409491	53729	54316	0.44%	0.00%	1.44	0.01%	1.63	3345630	3.75%	42072	0.05%	104732	0.12%	4300131	4.81%	60541	0.07%	0	0.00%
Aug 16 00:35:43	Aug 16 00:46:36	Aug 16 01:32:22	94.29	71918550	202	64875835	90.21%	199.88	45562110	45043823	45135919	341109	43905	41177	0.45%	0.00%	1.52	0.01%	1.57	3137899	4.36%	18351	0.03%	70981	0.10%	3795521	5.28%	19963	0.03%	0	0.00%
Aug 15 21:26:47	Aug 15 21:38:33	Aug 15 22:16:19	88.20	55514265	202	49021948	88.31%	199.99	33336485	32929279	33007540	255442	33256	40247	0.47%	0.01%	1.58	0.01%	1.49	3398444	6.12%	22605	0.04%	29202	0.05%	3029883	5.46%	12183	0.02%	0	0.00%
Aug 15 23:47:09	Aug 15 23:56:37	Aug 16 00:48:13	92.65	79676918	202	71312088	89.50%	200.15	48291716	47769406	47854813	334434	41880	60589	0.48%	0.00%	1.59	0.01%	1.49	4267112	5.36%	16472	0.02%	31892	0.04%	4040075	5.07%	9279	0.01%	0	0.00%
