Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 17:00:41	Jul 30 17:12:45	Jul 30 17:57:31	77.18	57588161	202	47824487	83.05%	198.67	10136419	9831453	10022634	85061	11749	16975	0.60%	0.01%	1.27	0.01%	1.55	5202933	9.03%	190718	0.33%	206051	0.36%	4114553	7.14%	49419	0.09%	0	0.00%
Jul 30 20:44:34	Jul 30 20:54:50	Jul 30 21:53:53	87.48	86099536	202	76425972	88.76%	199.99	20443828	19858154	20262298	144953	13770	22807	0.35%	0.01%	1.25	0.01%	1.65	7038959	8.18%	156834	0.18%	305076	0.35%	2105325	2.45%	67370	0.08%	0	0.00%
Jul 30 19:36:17	Jul 30 19:49:01	Jul 30 20:27:14	112.23	71485867	150	60726648	84.95%	148.67	9124462	8788573	9028571	71056	6155	18680	0.43%	0.01%	1.47	0.01%	1.41	4437095	6.21%	296184	0.41%	52587	0.07%	5874066	8.22%	99287	0.14%	0	0.00%
Jul 30 16:34:53	Jul 30 16:47:17	Jul 30 17:29:03	80.54	56063734	202	45825564	81.74%	199.12	14971128	14560821	14838624	104467	11870	16167	0.36%	0.01%	1.23	0.01%	1.56	5019774	8.95%	216041	0.39%	157955	0.28%	4801335	8.56%	43065	0.08%	0	0.00%
Jul 30 16:58:02	Jul 30 17:10:15	Jul 30 17:58:07	71.59	57114716	202	46502056	81.42%	199.31	11965314	11656654	11859710	85561	7446	12597	0.37%	0.01%	1.22	0.01%	1.50	6189962	10.84%	125357	0.22%	150099	0.26%	4119283	7.21%	27959	0.05%	0	0.00%
Jul 30 17:27:58	Jul 30 17:39:59	Jul 30 18:33:23	64.51	57413043	202	44425937	77.38%	198.90	19788669	19306472	19614949	135513	17072	21135	0.41%	0.00%	1.24	0.01%	1.56	8320651	14.49%	110933	0.19%	139696	0.24%	4387260	7.64%	28566	0.05%	0	0.00%
Jul 30 19:50:02	Jul 30 20:03:45	Jul 30 20:32:39	90.64	43656079	202	38299588	87.73%	200.02	10410905	10118240	10310323	80429	10026	10127	0.30%	0.01%	1.26	0.01%	1.60	2899221	6.64%	63830	0.15%	67793	0.16%	2309504	5.29%	16143	0.04%	0	0.00%
Jul 30 15:54:21	Jul 30 16:06:02	Jul 30 17:04:19	63.13	61325322	202	47982351	78.24%	199.31	20191152	19688950	20015294	142531	13734	19593	0.38%	0.01%	1.23	0.01%	1.53	8475735	13.82%	77952	0.13%	126753	0.21%	4639755	7.57%	22776	0.04%	0	0.00%
Jul 30 16:33:40	Jul 30 16:44:55	Jul 30 17:32:07	77.03	60598034	202	51168442	84.44%	198.91	14704136	14172678	14559761	116428	11243	16704	0.38%	0.01%	1.23	0.01%	1.52	5288666	8.73%	89216	0.15%	172880	0.29%	3836987	6.33%	41843	0.07%	0	0.00%
Jul 30 18:52:54	Jul 30 19:05:35	Jul 30 19:53:27	69.44	55397908	202	44416058	80.18%	199.10	21554736	21101343	21364163	152732	17441	20400	0.34%	0.01%	1.23	0.01%	1.52	7234902	13.06%	127410	0.23%	122343	0.22%	3469024	6.26%	28171	0.05%	0	0.00%
Jul 30 18:36:38	Jul 30 18:47:58	Jul 30 19:51:03	107.67	113200783	150	98665874	87.16%	148.99	10764593	10337937	10630540	105399	10674	17980	0.41%	0.01%	1.32	0.01%	1.19	8773809	7.75%	115917	0.10%	70095	0.06%	5481566	4.84%	93522	0.08%	0	0.00%
Jul 30 15:44:52	Jul 30 15:57:42	Jul 30 16:33:17	92.09	54614144	202	49095519	89.90%	199.49	21930703	21537618	21740825	155270	16773	17835	0.30%	0.01%	1.25	0.01%	1.55	3363318	6.16%	50368	0.09%	73545	0.13%	2012955	3.69%	18439	0.03%	0	0.00%
Jul 30 16:24:18	Jul 30 16:37:12	Jul 30 18:33:41	28.08	54506580	202	26669162	48.93%	199.82	5889769	5705428	5829240	49564	5312	5653	0.33%	0.01%	1.13	0.01%	1.52	24503760	44.96%	90798	0.17%	43783	0.08%	3151850	5.78%	47227	0.09%	0	0.00%
Jul 30 16:52:32	Jul 30 17:04:56	Jul 30 18:00:44	57.62	53583682	202	41688914	77.80%	198.95	8661587	8355548	8571906	72381	7745	9555	0.34%	0.01%	1.20	0.01%	1.61	8571144	16.00%	131761	0.25%	106072	0.20%	3053339	5.70%	32452	0.06%	0	0.00%
Jul 30 17:16:10	Jul 30 17:28:56	Jul 30 18:14:13	71.78	54175822	202	42646424	78.72%	199.11	16273552	15889252	16138481	107512	12895	14664	0.36%	0.01%	1.24	0.01%	1.65	8027125	14.82%	188481	0.35%	95802	0.18%	3192881	5.89%	25109	0.05%	0	0.00%
Jul 30 19:03:42	Jul 30 19:16:02	Jul 30 20:02:26	68.92	53298027	202	41961778	78.73%	199.03	21174615	20775410	20994886	140607	19127	19995	0.35%	0.01%	1.23	0.01%	1.49	7991414	14.99%	208664	0.39%	136550	0.26%	2974774	5.58%	24847	0.05%	0	0.00%
Jul 30 19:05:23	Jul 30 19:17:31	Jul 30 19:59:20	79.16	55167090	202	47666748	86.40%	199.77	9017682	8747057	8924404	76816	7747	8715	0.38%	0.01%	1.27	0.01%	1.54	4300593	7.80%	107011	0.19%	117306	0.21%	2934774	5.32%	40658	0.07%	0	0.00%
Jul 30 16:31:52	Jul 30 16:43:44	Jul 30 17:21:29	87.03	54757028	202	48517446	88.60%	199.60	7597000	7155652	7508332	74272	5735	8661	0.35%	0.01%	1.27	0.01%	1.53	3526504	6.44%	85587	0.16%	81506	0.15%	2519484	4.60%	26501	0.05%	0	0.00%
Jul 30 15:33:27	Jul 30 15:46:08	Jul 30 16:32:14	71.21	54711567	202	44734901	81.76%	199.78	20022590	19692498	19844151	141178	17980	19281	0.43%	0.01%	1.28	0.01%	1.54	7016673	12.82%	131118	0.24%	61166	0.11%	2755803	5.04%	11906	0.02%	0	0.00%
Jul 30 17:09:03	Jul 30 17:21:41	Jul 30 18:06:03	73.07	54028555	202	44390431	82.16%	199.67	14329216	13949342	14193694	107356	11999	16167	0.40%	0.01%	1.28	0.01%	1.58	6141061	11.37%	141685	0.26%	140057	0.26%	3183411	5.89%	31910	0.06%	0	0.00%
Jul 30 18:32:29	Jul 30 18:45:20	Jul 30 19:22:52	86.69	54227652	202	47976340	88.47%	199.62	8647608	8312639	8554880	76976	7613	8139	0.34%	0.01%	1.27	0.01%	1.52	3490521	6.44%	105337	0.19%	67501	0.12%	2551581	4.71%	36372	0.07%	0	0.00%
Jul 30 19:25:53	Jul 30 19:38:10	Jul 30 20:16:17	84.47	53663740	202	46158894	86.02%	199.32	7354287	6966006	7268000	71786	5979	8522	0.40%	0.01%	1.24	0.01%	1.54	3364893	6.27%	152388	0.28%	153506	0.29%	3795738	7.07%	38321	0.07%	0	0.00%
Jul 30 17:46:44	Jul 30 17:59:50	Jul 30 18:40:51	73.02	49915493	202	40891097	81.92%	199.64	15731294	15420452	15594240	109012	13111	14931	0.38%	0.01%	1.26	0.01%	1.61	5671708	11.36%	99068	0.20%	99306	0.20%	3131810	6.27%	22504	0.05%	0	0.00%
Jul 30 19:52:14	Jul 30 20:04:01	Jul 30 21:09:21	102.66	111787717	150	95981476	85.86%	148.94	11737528	11220839	11593464	114196	10865	19003	0.41%	0.01%	1.34	0.01%	1.19	10870989	9.72%	121899	0.11%	73807	0.07%	4645464	4.16%	94082	0.08%	0	0.00%
Jul 30 15:39:41	Jul 30 15:53:53	Jul 30 16:20:52	85.32	38371331	202	32924079	85.80%	199.87	10344155	10099254	10259913	68603	6803	8836	0.31%	0.01%	1.27	0.01%	1.63	3112315	8.11%	40529	0.11%	60135	0.16%	2221594	5.79%	12679	0.03%	0	0.00%
Jul 30 16:57:29	Jul 30 17:10:42	Jul 30 17:44:15	86.85	48560991	202	42015989	86.52%	199.92	15216592	14906093	15074592	112168	15569	14263	0.31%	0.01%	1.28	0.01%	1.62	4542137	9.35%	111318	0.23%	84837	0.17%	1788881	3.68%	17829	0.04%	0	0.00%
Jul 30 16:01:07	Jul 30 16:15:58	Jul 30 16:42:17	102.52	44967443	150	34331091	76.35%	148.89	17498428	17239784	17402330	72200	7617	16281	0.35%	0.00%	1.48	0.01%	1.31	3372561	7.50%	189088	0.42%	7047	0.02%	7060532	15.70%	7124	0.02%	0	0.00%
Jul 30 16:09:19	Jul 30 16:21:29	Jul 30 17:00:57	118.74	78102193	150	67008807	85.80%	148.92	15163791	14583993	15014962	108784	9087	30958	0.45%	0.01%	1.51	0.01%	1.34	3726401	4.77%	222435	0.28%	23994	0.03%	7075171	9.06%	45385	0.06%	0	0.00%
Jul 30 15:52:28	Jul 30 16:03:19	Jul 30 16:46:42	75.08	54285563	202	45742457	84.26%	199.53	13156722	12896208	13035635	96646	12857	11584	0.39%	0.01%	1.26	0.01%	1.53	5784427	10.66%	190690	0.35%	88906	0.16%	2457535	4.53%	21548	0.04%	0	0.00%
Jul 30 16:34:49	Jul 30 16:46:55	Jul 30 17:28:04	77.01	52817095	202	44461982	84.18%	199.30	10023378	9752547	9925219	77587	10207	10365	0.42%	0.01%	1.22	0.01%	1.49	5271041	9.98%	184019	0.35%	89600	0.17%	2787603	5.28%	22850	0.04%	0	0.00%
Jul 30 20:28:56	Jul 30 20:39:44	Jul 30 21:26:46	80.71	63268456	202	54512436	86.16%	199.55	12389767	11971231	12264957	100879	11175	12756	0.39%	0.01%	1.25	0.01%	1.50	5401738	8.54%	194330	0.31%	106663	0.17%	3028494	4.79%	24795	0.04%	0	0.00%
Jul 30 16:07:27	Jul 30 16:20:50	Jul 30 16:59:22	73.64	47293630	202	38452052	81.30%	199.69	14856239	14537027	14724884	104385	13845	13125	0.34%	0.01%	1.25	0.01%	1.49	5952627	12.59%	127969	0.27%	88303	0.19%	2643249	5.59%	29430	0.06%	0	0.00%
Jul 30 15:27:37	Jul 30 15:42:13	Jul 30 16:27:40	46.41	35152508	202	22778042	64.80%	198.36	8025795	7813226	7937174	69889	6812	11920	0.40%	0.01%	1.16	0.01%	1.48	8818582	25.09%	248682	0.71%	304436	0.87%	2989228	8.50%	13538	0.04%	0	0.00%
Jul 30 18:55:52	Jul 30 19:08:03	Jul 30 20:04:04	58.78	54881248	202	41785281	76.14%	199.51	14273891	13957034	14148124	99883	12365	13519	0.39%	0.01%	1.25	0.01%	1.48	9010603	16.42%	127828	0.23%	99642	0.18%	3835198	6.99%	22696	0.04%	0	0.00%
Jul 30 21:23:23	Jul 30 21:36:30	Jul 30 22:12:25	82.62	49454264	202	43042746	87.04%	199.80	7777629	7524511	7696431	65800	6494	8904	0.32%	0.01%	1.24	0.01%	1.54	3945189	7.98%	120809	0.24%	164762	0.33%	2154277	4.36%	26481	0.05%	0	0.00%
Jul 30 18:36:20	Jul 30 18:49:10	Jul 30 19:25:50	85.76	52411799	202	45920802	87.62%	199.73	8886311	8601039	8796725	73711	7111	8764	0.30%	0.01%	1.25	0.01%	1.51	4070909	7.77%	103366	0.20%	88548	0.17%	2198279	4.19%	29895	0.06%	0	0.00%
Jul 30 19:41:56	Jul 30 19:54:59	Jul 30 20:38:39	67.92	49430912	202	39723565	80.36%	199.42	10866428	10605731	10763221	78020	8905	16282	0.41%	0.01%	1.21	0.01%	1.43	6437799	13.02%	248053	0.50%	174451	0.35%	2826684	5.72%	20360	0.04%	0	0.00%
Jul 30 18:42:49	Jul 30 18:55:04	Jul 30 19:40:56	72.35	55305265	202	45449029	82.18%	199.79	10170769	9665451	10062188	85286	7099	16196	0.35%	0.01%	1.24	0.01%	1.54	6417105	11.60%	252866	0.46%	234734	0.42%	2898006	5.24%	53525	0.10%	0	0.00%
Jul 30 16:15:02	Jul 30 16:27:55	Jul 30 17:18:36	62.48	52777008	202	42054970	79.68%	199.48	15470416	15159334	15324299	114527	16838	14752	0.45%	0.01%	1.25	0.01%	1.59	8799981	16.67%	129095	0.24%	109382	0.21%	1658241	3.14%	25339	0.05%	0	0.00%
Jul 30 15:22:18	Jul 30 15:35:27	Jul 30 16:25:10	57.27	47456746	202	36184180	76.25%	199.53	11517696	11183469	11407742	87978	9289	12687	0.35%	0.01%	1.25	0.01%	1.49	8629247	18.18%	117063	0.25%	79480	0.17%	2429265	5.12%	17511	0.04%	0	0.00%
Jul 30 17:14:36	Jul 30 17:27:04	Jul 30 18:07:37	74.98	50672704	202	41756943	82.41%	199.63	12063279	11575747	11950609	94618	7621	10431	0.34%	0.01%	1.25	0.01%	1.52	6115048	12.07%	226392	0.45%	103351	0.20%	2452191	4.84%	18779	0.04%	0	0.00%
Jul 30 17:06:57	Jul 30 17:20:09	Jul 30 17:59:42	77.10	50821791	202	42005940	82.65%	199.71	17301814	16962176	17157511	112786	15631	15886	0.44%	0.00%	1.27	0.01%	1.58	6569215	12.93%	142941	0.28%	96973	0.19%	1995876	3.93%	10846	0.02%	0	0.00%
Jul 30 18:44:15	Jul 30 18:56:13	Jul 30 19:50:11	113.78	102336191	150	90913842	88.84%	149.08	7240954	6861031	7135607	84714	7346	13287	0.39%	0.01%	1.34	0.01%	1.20	6359981	6.21%	131141	0.13%	59853	0.06%	4765779	4.66%	105595	0.10%	0	0.00%
Jul 30 17:21:31	Jul 30 17:34:42	Jul 30 18:17:16	69.63	49398525	202	39690481	80.35%	199.71	17375536	17046402	17223011	112936	12887	26702	0.43%	0.00%	1.27	0.01%	1.62	7592676	15.37%	145300	0.29%	128135	0.26%	1830285	3.71%	11648	0.02%	0	0.00%
Jul 30 20:11:52	Jul 30 20:26:05	Jul 30 20:56:22	75.20	37955227	202	30913717	81.45%	199.83	10778608	10522407	10662163	76865	11341	28239	0.34%	0.01%	1.29	0.01%	1.51	4430171	11.67%	120008	0.32%	64486	0.17%	2408363	6.35%	18482	0.05%	0	0.00%
Jul 30 17:08:43	Jul 30 17:20:03	Jul 30 18:20:25	110.34	111014584	150	96855186	87.25%	148.92	6511879	6003738	6406895	85953	6608	12423	0.44%	0.01%	1.37	0.02%	1.19	8299299	7.48%	139410	0.13%	134602	0.12%	5481732	4.94%	104355	0.09%	0	0.00%
Jul 30 19:14:17	Jul 30 19:27:19	Jul 30 20:10:00	64.14	45625307	202	36940982	80.97%	199.37	9913230	9565719	9800178	92043	8932	12077	0.37%	0.01%	1.25	0.01%	1.55	5697261	12.49%	120433	0.26%	283298	0.62%	2524987	5.53%	58346	0.13%	0	0.00%
Jul 30 21:20:56	Jul 30 21:34:53	Jul 30 22:05:34	83.82	42866422	202	36490301	85.13%	199.78	13428833	13122401	13307225	95221	12851	13536	0.34%	0.01%	1.28	0.01%	1.64	4201086	9.80%	122063	0.28%	105002	0.24%	1910957	4.46%	37013	0.09%	0	0.00%
Jul 30 18:10:17	Jul 30 18:23:16	Jul 30 19:07:01	68.84	50198982	202	42131811	83.93%	199.11	6138167	5788716	6062910	63518	4247	7492	0.33%	0.01%	1.20	0.01%	1.52	5283111	10.52%	97675	0.19%	192672	0.38%	2466729	4.91%	26984	0.05%	0	0.00%
Jul 30 15:44:13	Jul 30 15:57:54	Jul 30 16:29:02	82.97	43050788	202	37585633	87.31%	199.66	9557568	9270666	9462200	74658	9373	11337	0.32%	0.01%	1.24	0.01%	1.53	3599417	8.36%	148277	0.34%	113726	0.26%	1571098	3.65%	32637	0.08%	0	0.00%
Jul 30 18:49:18	Jul 30 19:03:30	Jul 30 19:50:16	50.08	39038000	202	27641302	70.81%	199.11	13528958	13082704	13402880	100378	10053	15647	0.34%	0.01%	1.22	0.01%	1.57	9362106	23.98%	160281	0.41%	192748	0.49%	1645525	4.22%	36038	0.09%	0	0.00%
Jul 30 20:16:21	Jul 30 20:29:19	Jul 30 21:02:42	92.20	51301538	202	46488449	90.62%	199.83	6248419	6017866	6178473	58229	5646	6071	0.27%	0.01%	1.26	0.01%	1.56	2518535	4.91%	84412	0.16%	63921	0.12%	2111781	4.12%	34440	0.07%	0	0.00%
Jul 30 16:36:22	Jul 30 16:48:59	Jul 30 17:40:58	64.32	55728444	202	43767676	78.54%	199.62	13114717	12759902	12963671	89403	10229	51414	0.39%	0.01%	1.27	0.01%	1.47	8766086	15.73%	244947	0.44%	131619	0.24%	2786965	5.00%	31151	0.06%	0	0.00%
Jul 30 17:50:52	Jul 30 18:04:33	Jul 30 18:50:38	59.60	45776536	202	35224428	76.95%	199.66	9967432	9695083	9874979	74233	8425	9795	0.34%	0.01%	1.25	0.01%	1.48	8859345	19.35%	116439	0.25%	107847	0.24%	1438084	3.14%	30393	0.07%	0	0.00%
Jul 30 19:31:23	Jul 30 19:43:48	Jul 30 20:30:40	72.37	56530890	202	46397301	82.07%	198.65	17300857	16917386	17141956	125424	16071	17406	0.43%	0.01%	1.26	0.01%	1.52	7208344	12.75%	151562	0.27%	118458	0.21%	2632603	4.66%	22622	0.04%	0	0.00%
Jul 30 16:10:12	Jul 30 16:22:52	Jul 30 17:05:58	73.88	53067426	202	44433115	83.73%	200.16	14348161	14030823	14212359	104844	15568	15390	0.35%	0.01%	1.29	0.01%	1.62	5933090	11.18%	109354	0.21%	84290	0.16%	2479818	4.67%	27759	0.05%	0	0.00%
Jul 30 20:35:36	Jul 30 20:48:32	Jul 30 21:28:23	75.89	50406785	202	42598431	84.51%	199.66	7183478	6925174	7104168	65058	6927	7325	0.33%	0.01%	1.25	0.01%	1.55	4441235	8.81%	134057	0.27%	138416	0.27%	3051836	6.05%	42810	0.08%	0	0.00%
Jul 30 19:48:57	Jul 30 20:01:43	Jul 30 20:39:03	83.20	51769429	202	45684364	88.25%	199.68	8076434	7801473	7991507	70364	7754	6809	0.29%	0.01%	1.24	0.01%	1.54	3597418	6.95%	119204	0.23%	58712	0.11%	2274481	4.39%	35250	0.07%	0	0.00%
Jul 30 17:18:31	Jul 30 17:30:46	Jul 30 18:18:20	69.18	54842911	202	46446622	84.69%	199.51	6960431	6594773	6880384	67265	5182	7600	0.32%	0.01%	1.22	0.01%	1.55	5585357	10.18%	111293	0.20%	116537	0.21%	2544129	4.64%	38973	0.07%	0	0.00%
Jul 30 20:59:27	Jul 30 21:12:10	Jul 30 21:52:20	79.45	53188078	202	45102745	84.80%	199.54	13847187	13523968	13713149	102408	12252	19378	0.43%	0.01%	1.30	0.01%	1.63	5685340	10.69%	153480	0.29%	114022	0.21%	2106262	3.96%	26229	0.05%	0	0.00%
Jul 30 18:15:08	Jul 30 18:27:47	Jul 30 19:08:17	74.98	50613816	202	43163663	85.28%	199.63	7383588	7130200	7308156	61336	6492	7604	0.32%	0.01%	1.20	0.01%	1.50	4852253	9.59%	145000	0.29%	101730	0.20%	2308244	4.56%	42926	0.08%	0	0.00%
Jul 30 17:51:33	Jul 30 18:03:57	Jul 30 18:49:06	71.48	53785435	202	42200661	78.46%	199.69	11135756	10783868	11029805	84629	10778	10544	0.36%	0.01%	1.24	0.01%	1.57	8536092	15.87%	502056	0.93%	80918	0.15%	2406037	4.47%	59671	0.11%	0	0.00%
Jul 30 15:53:22	Jul 30 16:06:16	Jul 30 16:40:31	93.55	53401605	202	47896226	89.69%	200.10	11262760	10968183	11152161	90615	9917	10067	0.32%	0.01%	1.31	0.01%	1.53	2984947	5.59%	78779	0.15%	114904	0.22%	2300214	4.31%	26535	0.05%	0	0.00%
Jul 30 17:07:39	Jul 30 17:20:43	Jul 30 17:54:53	88.78	50554364	202	45162445	89.33%	199.56	7678977	7430554	7598885	67326	6405	6361	0.27%	0.01%	1.22	0.01%	1.55	3010808	5.96%	112826	0.22%	65598	0.13%	2163189	4.28%	39498	0.08%	0	0.00%
Jul 30 18:27:21	Jul 30 18:39:34	Jul 30 19:28:11	68.55	55546678	202	44575330	80.25%	199.40	18493013	18104920	18337138	121268	14439	20168	0.39%	0.01%	1.26	0.01%	1.58	8006984	14.41%	161408	0.29%	133072	0.24%	2643315	4.76%	26569	0.05%	0	0.00%
Jul 30 15:29:46	Jul 30 15:42:59	Jul 30 16:17:08	78.49	44676318	202	36438790	81.56%	199.69	17599047	17351193	17452859	114637	14202	17349	0.34%	0.00%	1.25	0.01%	1.59	5463833	12.23%	104544	0.23%	92202	0.21%	2557002	5.72%	19947	0.04%	0	0.00%
Jul 30 17:49:43	Jul 30 18:01:41	Jul 30 18:35:44	94.12	53412587	202	48636122	91.06%	199.77	6586859	6282225	6512638	62808	5299	6114	0.28%	0.01%	1.22	0.01%	1.56	2529164	4.74%	111008	0.21%	94802	0.18%	2002341	3.75%	39150	0.07%	0	0.00%
Jul 30 18:59:28	Jul 30 19:11:29	Jul 30 19:50:07	82.13	52883733	202	45476952	85.99%	199.84	9113094	8826942	9016117	74468	9681	12828	0.33%	0.01%	1.22	0.01%	1.54	4654705	8.80%	189979	0.36%	137252	0.26%	2386300	4.51%	38545	0.07%	0	0.00%
Jul 30 15:23:40	Jul 30 15:36:40	Jul 30 16:10:33	84.27	47591281	202	40688950	85.50%	199.61	18787961	18454069	18628729	128558	14704	15970	0.33%	0.00%	1.26	0.01%	1.49	4593060	9.65%	90521	0.19%	68635	0.14%	2134084	4.48%	16031	0.03%	0	0.00%
Jul 30 18:40:05	Jul 30 18:52:07	Jul 30 19:31:11	81.75	53230408	202	45587144	85.64%	199.66	10432752	10121157	10324920	83030	9985	14817	0.34%	0.01%	1.25	0.01%	1.62	4662635	8.76%	207095	0.39%	169869	0.32%	2574805	4.84%	28860	0.05%	0	0.00%
Jul 30 16:14:17	Jul 30 16:27:30	Jul 30 17:03:46	79.35	47963629	202	40109280	83.62%	199.89	10523052	10131953	10420347	81394	7687	13624	0.36%	0.01%	1.29	0.01%	1.49	4978177	10.38%	117376	0.24%	106965	0.22%	2633191	5.49%	18640	0.04%	0	0.00%
Jul 30 18:05:49	Jul 30 18:17:54	Jul 30 19:21:35	48.80	51798931	202	37605061	72.60%	199.50	9494574	9181611	9403318	71090	7867	12299	0.42%	0.01%	1.25	0.01%	1.64	10785561	20.82%	213026	0.41%	362639	0.70%	2801027	5.41%	31617	0.06%	0	0.00%
Jul 30 20:51:08	Jul 30 21:04:35	Jul 30 21:39:37	79.54	46441801	202	39015473	84.01%	199.68	16390081	16037313	16242761	118184	14326	14810	0.37%	0.00%	1.25	0.01%	1.58	5438134	11.71%	136178	0.29%	59169	0.13%	1781608	3.84%	11239	0.02%	0	0.00%
Jul 30 15:24:19	Jul 30 15:37:49	Jul 30 16:14:39	80.74	49565863	202	42592311	85.93%	199.87	16941681	16594682	16819508	101505	7596	13072	0.30%	0.01%	1.27	0.01%	1.53	5598890	11.30%	131550	0.27%	125005	0.25%	1093016	2.21%	25091	0.05%	0	0.00%
Jul 30 20:45:03	Jul 30 20:56:54	Jul 30 21:36:01	88.04	57399710	202	51361730	89.48%	199.52	9703801	9371518	9598606	86108	9706	9381	0.29%	0.01%	1.24	0.01%	1.55	3519249	6.13%	136697	0.24%	88583	0.15%	2246106	3.91%	47345	0.08%	0	0.00%
Jul 30 16:47:37	Jul 30 16:59:29	Jul 30 17:52:11	67.89	59633247	202	48413127	81.18%	199.47	16427345	15980765	16274597	123893	13687	15168	0.38%	0.01%	1.25	0.01%	1.48	7800392	13.08%	220938	0.37%	111322	0.19%	3063704	5.14%	23764	0.04%	0	0.00%
Jul 30 17:23:26	Jul 30 17:36:20	Jul 30 18:16:25	74.33	49656668	202	40919263	82.40%	199.65	10901125	10577593	10803525	79997	7200	10403	0.32%	0.01%	1.22	0.01%	1.53	5478307	11.03%	113582	0.23%	110742	0.22%	3010918	6.06%	23856	0.05%	0	0.00%
Jul 30 15:21:09	Jul 30 15:34:10	Jul 30 16:13:44	73.65	48569861	202	39701249	81.74%	199.69	14944023	14499443	14796446	104586	10948	32043	0.34%	0.01%	1.26	0.01%	1.46	7004332	14.42%	183690	0.38%	64505	0.13%	1603768	3.30%	12317	0.03%	0	0.00%
Jul 30 20:20:06	Jul 30 20:33:24	Jul 30 21:07:42	80.58	46064195	202	38787209	84.20%	199.75	14748630	14427983	14616150	102351	12600	17529	0.35%	0.01%	1.27	0.01%	1.65	4995304	10.84%	84123	0.18%	56302	0.12%	2123927	4.61%	17330	0.04%	0	0.00%
Jul 30 15:50:37	Jul 30 16:03:01	Jul 30 16:37:25	97.20	55727280	202	50570205	90.75%	199.94	8066037	7656502	7969578	75985	7476	12998	0.32%	0.01%	1.28	0.01%	1.69	2320924	4.16%	119376	0.21%	218630	0.39%	2407478	4.32%	90667	0.16%	0	0.00%
Jul 30 19:35:39	Jul 30 19:48:23	Jul 30 20:25:42	85.94	53452551	202	46466272	86.93%	199.78	7528881	7279205	7451590	65280	5051	6960	0.29%	0.01%	1.24	0.01%	1.54	3162997	5.92%	149939	0.28%	72002	0.13%	3568020	6.68%	33321	0.06%	0	0.00%
Jul 30 15:31:52	Jul 30 15:45:17	Jul 30 16:23:28	74.67	47517117	202	38150462	80.29%	199.66	17264711	16797202	17107121	127681	13403	16506	0.37%	0.01%	1.26	0.01%	1.62	6206796	13.06%	184264	0.39%	75198	0.16%	2890914	6.08%	9483	0.02%	0	0.00%
Jul 30 15:36:10	Jul 30 15:49:56	Jul 30 16:25:10	75.43	44295061	202	36553177	82.52%	199.41	9787876	9470918	9689802	78582	8617	10875	0.34%	0.01%	1.22	0.01%	1.60	4723233	10.66%	115563	0.26%	124003	0.28%	2753494	6.22%	25591	0.06%	0	0.00%
Jul 30 16:27:45	Jul 30 16:40:02	Jul 30 17:22:24	79.44	56091128	202	47786390	85.19%	199.54	13509291	13054147	13371819	113038	10687	13747	0.37%	0.01%	1.24	0.01%	1.52	4633701	8.26%	60311	0.11%	75623	0.13%	3514673	6.27%	20430	0.04%	0	0.00%
Jul 30 15:44:07	Jul 30 15:56:39	Jul 30 16:41:46	67.70	50909588	202	41483798	81.49%	199.63	16690124	16311953	16541690	120305	11868	16261	0.37%	0.01%	1.24	0.01%	1.39	6656258	13.07%	192964	0.38%	100133	0.20%	2464245	4.84%	12190	0.02%	0	0.00%
Jul 30 15:40:15	Jul 30 15:52:28	Jul 30 16:33:26	81.21	55449561	202	48296203	87.10%	199.34	8046137	7643757	7956962	75510	6114	7551	0.31%	0.01%	1.20	0.01%	1.54	4194461	7.56%	104997	0.19%	120567	0.22%	2695610	4.86%	37723	0.07%	0	0.00%
Jul 30 16:12:03	Jul 30 16:24:45	Jul 30 17:12:45	67.73	54186872	202	42370011	78.19%	199.52	11514721	11200996	11394934	87464	12379	19944	0.47%	0.01%	1.30	0.01%	1.70	6970904	12.86%	195280	0.36%	276133	0.51%	4332154	7.99%	42390	0.08%	0	0.00%
Jul 30 15:37:48	Jul 30 15:50:37	Jul 30 16:34:42	74.40	54666461	202	43377139	79.35%	199.45	17536818	17153772	17376948	125814	15575	18481	0.53%	0.01%	1.30	0.01%	1.68	6388745	11.69%	128591	0.24%	161971	0.30%	4568240	8.36%	41775	0.08%	0	0.00%
Jul 30 16:34:22	Jul 30 16:46:36	Jul 30 17:34:26	74.72	59568963	202	49441377	83.00%	199.89	17850657	17467346	17695263	122645	14557	18192	0.40%	0.01%	1.28	0.01%	1.58	6331969	10.63%	234219	0.39%	194835	0.33%	3323850	5.58%	42713	0.07%	0	0.00%
